,Taxonomy,Collection_Date,Cumulative_Count_x,Count_x,Cumulative_Count_y,Count_y
49706,Microviridae sp. ctjwa4,2016.0,11.0,11.0,1,1
49707,Fowl aviadenovirus D,2016.0,789.0,31.0,288,31
49708,Sclerotinia sclerotiorum hypovirus 2-WX,2016.0,1.0,1.0,1,1
49709,Simian foamy virus,2016.0,2065.0,5.0,2254,1
49710,Torque teno pinniped virus 6,2016.0,6.0,6.0,2,2
49711,Sclerotinia sclerotiorum bunyavirus 3,2016.0,1.0,1.0,1,1
49712,Fowl aviadenovirus E,2016.0,854.0,168.0,286,19
49713,Orthopoxvirus,2016.0,42465.0,1733.0,1170,35
49714,Sclerotinia sclerotiorum bunyavirus 6,2016.0,1.0,1.0,1,1
49715,Arthrobacter phage BigMack,2016.0,122.0,122.0,2,2
49716,Human immunodeficiency virus,2016.0,7273.0,26.0,6957,27
49717,Yellow fever virus,2016.0,221.0,39.0,238,42
49718,Sclerotinia sclerotiorum deltaflexivirus 2-WX,2016.0,1.0,1.0,1,1
49719,Ceetrepovirus,2016.0,1201.0,1015.0,13,11
49720,Capripoxvirus,2016.0,5196.0,759.0,1063,142
49721,Amur virus,2016.0,15.0,1.0,15,1
49722,Vibrio phage VP24-2_Ke,2016.0,13.0,13.0,1,1
49723,Sclerotinia sclerotiorum fusagravirus 2,2016.0,2.0,2.0,1,1
49724,Tomato chino La Paz virus,2016.0,18.0,1.0,6,1
49725,Torque teno sus virus 1a,2016.0,362.0,14.0,349,20
49726,Ceduovirus,2016.0,569.0,68.0,15,2
49727,Human gammaherpesvirus 8,2016.0,4940.0,755.0,976,146
49728,Fowl aviadenovirus sp.,2016.0,52.0,32.0,52,32
49729,Simian immunodeficiency virus,2016.0,31870.0,377.0,16312,368
49730,Sclerotinia sclerotiorum endornavirus 8,2016.0,1.0,1.0,1,1
49731,Anatid alphaherpesvirus 1,2016.0,677.0,87.0,99,53
49732,Sclerotinia sclerotiorum endornavirus 9,2016.0,1.0,1.0,1,1
49733,Sclerotinia sclerotiorum fusagravirus 1,2016.0,2.0,2.0,1,1
49734,Arteriviridae sp.,2016.0,52.0,10.0,43,1
49735,Persimmon viroid,2016.0,0.0,0.0,1,1
49736,Persimmon viroid 2,2016.0,0.0,0.0,1,1
49737,Persimmon virus B,2016.0,3.0,3.0,3,3
49738,Tortoise microvirus 2,2016.0,18.0,18.0,2,2
49739,Tortoise microvirus 19,2016.0,6.0,6.0,1,1
49740,Herpesviridae,2016.0,161561.0,7885.0,18831,1293
49741,Ambrosia cryptic virus 2,2016.0,2.0,2.0,2,2
49742,Ambrosiozyma totivirus A,2016.0,2.0,2.0,1,1
49743,Tortoise microvirus 18,2016.0,8.0,8.0,1,1
49744,Bluegill sunfish iridovirus,2016.0,2.0,2.0,2,2
49745,Tortoise microvirus 17,2016.0,6.0,6.0,1,1
49746,Tortoise microvirus 16,2016.0,8.0,8.0,1,1
49747,Tortoise microvirus 20,2016.0,7.0,7.0,1,1
49748,Tortoise microvirus 15,2016.0,8.0,8.0,1,1
49749,Tortoise microvirus 13,2016.0,18.0,18.0,2,2
49750,Tortoise microvirus 12,2016.0,8.0,8.0,1,1
49751,Tortoise microvirus 111,2016.0,5.0,5.0,1,1
49752,Tortoise microvirus 110,2016.0,7.0,7.0,1,1
49753,Orthophasmavirus,2016.0,121.0,17.0,107,16
49754,Wenzhou Apodemus agrarius mammarenavirus 1,2016.0,4.0,4.0,2,2
49755,Winklervirus,2016.0,1969.0,590.0,7,2
49756,Tortoise microvirus 11,2016.0,7.0,7.0,1,1
49757,Tortoise microvirus 109,2016.0,7.0,7.0,1,1
49758,Tortoise microvirus 14,2016.0,6.0,6.0,1,1
49759,Po-Circo-like virus,2016.0,28.0,4.0,11,3
49760,Tortoise microvirus 21,2016.0,6.0,6.0,1,1
49761,Tortoise microvirus 23,2016.0,5.0,5.0,1,1
49762,Tortoise microvirus 32,2016.0,5.0,5.0,1,1
49763,Tortoise microvirus 31,2016.0,4.0,4.0,1,1
49764,Tortoise microvirus 30,2016.0,5.0,5.0,1,1
49765,Ambidensovirus,2016.0,92.0,1.0,34,1
49766,Tortoise microvirus 3,2016.0,14.0,14.0,2,2
49767,Orthonairovirus sp.,2016.0,4.0,4.0,4,4
49768,Ambidensovirus sp.,2016.0,19.0,1.0,11,1
49769,Tomato brown rugose fruit virus,2016.0,31.0,19.0,14,11
49770,White spot syndrome virus,2016.0,7771.0,1066.0,589,14
49771,Tortoise microvirus 22,2016.0,5.0,5.0,1,1
49772,Amblyomma virus GXTV108,2016.0,5.0,5.0,4,4
49773,Roniviridae,2016.0,181.0,4.0,151,4
49774,Tortoise microvirus 28,2016.0,5.0,5.0,1,1
49775,Tortoise microvirus 27,2016.0,6.0,6.0,1,1
49776,Pestivirus A,2016.0,2973.0,184.0,12935,824
49777,Frankfurter Strasse virus-1,2016.0,2.0,2.0,1,1
49778,Sinaivirus,2016.0,409.0,83.0,174,42
49779,Tortoise microvirus 26,2016.0,5.0,5.0,1,1
49780,Tortoise microvirus 25,2016.0,5.0,5.0,1,1
49781,Tortoise microvirus 24,2016.0,5.0,5.0,1,1
49782,Tortoise microvirus 29,2016.0,5.0,5.0,1,1
49783,Arthrobacter phage Lennox,2016.0,61.0,61.0,1,1
49784,Sin Nombre orthohantavirus,2016.0,87.0,2.0,87,2
49785,Tortoise microvirus 108,2016.0,8.0,8.0,1,1
49786,Tortoise genomovirus 4,2016.0,2.0,2.0,1,1
49787,Tortoise genomovirus 3,2016.0,2.0,2.0,1,1
49788,Amnoonviridae,2016.0,160.0,64.0,166,70
49789,de Lozier virus,2016.0,1.0,1.0,1,1
49790,Herpesviridae sp.,2016.0,72.0,1.0,86,1
49791,Tortoise genomovirus 23,2016.0,2.0,2.0,1,1
49792,Tortoise genomovirus 22,2016.0,2.0,2.0,1,1
49793,Tortoise genomovirus 21,2016.0,2.0,2.0,1,1
49794,Tortoise genomovirus 20,2016.0,2.0,2.0,1,1
49795,Amniota adenovirus 1,2016.0,13.0,13.0,1,1
49796,Simplexvirus,2016.0,12727.0,345.0,3402,220
49797,de Gerlache virus,2016.0,2.0,2.0,1,1
49798,Rosavirus,2016.0,25.0,1.0,25,1
49799,Arthrobacter phage JayCookie,2016.0,112.0,112.0,1,1
49800,Tortoise genomovirus 19,2016.0,2.0,2.0,1,1
49801,Arthrobacter phage JKerns,2016.0,76.0,76.0,1,1
49802,Arthrobacter phage JEGGS,2016.0,100.0,100.0,1,1
49803,Bluetongue virus,2016.0,8072.0,436.0,7344,395
49804,Arthrobacter phage Huckleberry,2016.0,62.0,62.0,1,1
49805,Arthrobacter phage GurgleFerb,2016.0,56.0,56.0,1,1
49806,Tortoise genomovirus 2,2016.0,2.0,2.0,1,1
49807,de Nodal virus,2016.0,1.0,1.0,1,1
49808,Yarrowia partitivirus A,2016.0,1.0,1.0,1,1
49809,Tortoise genomovirus 5,2016.0,2.0,2.0,1,1
49810,Tortoise microvirus 107,2016.0,6.0,6.0,1,1
49811,Tortoise microvirus 106,2016.0,5.0,5.0,1,1
49812,Tortoise microvirus 105,2016.0,7.0,7.0,1,1
49813,Tortoise microvirus 104,2016.0,9.0,9.0,1,1
49814,Tortoise microvirus 103,2016.0,7.0,7.0,1,1
49815,Tortoise microvirus 102,2016.0,7.0,7.0,1,1
49816,Amdoparvovirus,2016.0,1812.0,493.0,1549,455
49817,Yanggou tick virus,2016.0,40.0,20.0,29,14
49818,Microvirus sp.,2016.0,1899.0,188.0,318,33
49819,Tortoise microvirus 101,2016.0,4.0,4.0,1,1
49820,Human immunodeficiency virus 2,2016.0,3284.0,47.0,2951,92
49821,Tortoise microvirus 100,2016.0,5.0,5.0,1,1
49822,American dog tick associated virus-1,2016.0,2.0,2.0,1,1
49823,American dog tick associated virus-2,2016.0,2.0,2.0,2,2
49824,Tortoise microvirus 10,2016.0,14.0,14.0,2,2
49825,American dog tick rhabdovirus-2,2016.0,2.0,2.0,2,2
49826,Tortoise microvirus 1,2016.0,6.0,6.0,1,1
49827,Centruroides sculpturatus bunyavirus,2016.0,1.0,1.0,1,1
49828,Tortoise genomovirus 8,2016.0,2.0,2.0,1,1
49829,Tortoise genomovirus 7,2016.0,2.0,2.0,1,1
49830,Tortoise genomovirus 6,2016.0,2.0,2.0,1,1
49831,Pegivirus,2016.0,1251.0,60.0,1902,205
49832,Flavobacterium phage vB_FspP_elemoE_6-9C,2016.0,176.0,176.0,2,2
49833,Shark River orthobunyavirus,2016.0,7.0,3.0,6,3
49834,Flavobacterium phage vB_FspP_elemoE_10-3D,2016.0,88.0,88.0,1,1
49835,Carnivore bocaparvovirus 1,2016.0,42.0,20.0,24,17
49836,Megabirnavirus,2016.0,18.0,2.0,11,1
49837,Sweetbriar rose curly top-associated virus,2016.0,1.0,1.0,1,1
49838,Flaviviridae,2016.0,151131.0,11237.0,169602,11770
49839,Rotavirus D,2016.0,191.0,4.0,187,4
49840,Sclerotium rolfsii mycovirus dsRNA 1,2016.0,3.0,2.0,2,1
49841,Parapoxvirus,2016.0,3268.0,415.0,1345,157
49842,Sclerotium rolfsii ourmia-like virus 1,2016.0,1.0,1.0,1,1
49843,Sclerotium rolfsii unassigned dsRNA virus 1,2016.0,1.0,1.0,1,1
49844,Feksystermes virus,2016.0,2.0,2.0,2,2
49845,Sclerotium rolfsii unassigned dsRNA virus 2,2016.0,1.0,1.0,1,1
49846,Papaya leaf curl virus,2016.0,302.0,24.0,62,4
49847,Microbacterium phage Percival,2016.0,74.0,74.0,1,1
49848,Felid alphaherpesvirus 1,2016.0,4635.0,2154.0,191,35
49849,Rousettus bat coronavirus GCCDC1,2016.0,136.0,10.0,28,1
49850,Microbacterium phage Peppino,2016.0,63.0,63.0,1,1
49851,Apple chlorotic leaf spot virus,2016.0,579.0,25.0,426,21
49852,Zea mays chrysovirus 1,2016.0,41.0,8.0,37,8
49853,Megalocytivirus,2016.0,2481.0,503.0,416,21
49854,Setpatvet hartmanivirus,2016.0,4.0,4.0,3,3
49855,Bald eagle hepacivirus,2016.0,15.0,6.0,15,6
49856,Capybara virus 33_cap3_6684,2016.0,2.0,2.0,1,1
49857,Tomato leaf curl Bangladesh betasatellite,2016.0,39.0,6.0,40,7
49858,Megabirnaviridae,2016.0,18.0,2.0,11,1
49859,Capybara virus 28_cap1_2580,2016.0,2.0,2.0,1,1
49860,Capybara virus 29_cap3_1096,2016.0,2.0,2.0,1,1
49861,Mediterranean ruda virus,2016.0,81.0,15.0,71,15
49862,Capybara virus 2_cap1_255,2016.0,2.0,2.0,1,1
49863,Apple chlorotic fruit spot viroid,2016.0,0.0,0.0,1,1
49864,Capybara virus 30_cap3_1444,2016.0,2.0,2.0,1,1
49865,Fairlight virus,2016.0,2.0,2.0,1,1
49866,Capybara virus 31_cap3_4029,2016.0,2.0,2.0,1,1
49867,Hubei picorna-like virus 56,2016.0,6.0,2.0,3,1
49868,Sclerotium rolfsii hypovirus 8,2016.0,1.0,1.0,1,1
49869,Capybara virus 32_cap3_4374,2016.0,2.0,2.0,1,1
49870,Sclerotium rolfsii hypovirus 4,2016.0,1.0,1.0,1,1
49871,Sclerotium rolfsii hypovirus 5,2016.0,1.0,1.0,1,1
49872,Hubei picorna-like virus 55,2016.0,12.0,4.0,6,2
49873,Tomato leaf curl Mumbai virus,2016.0,6.0,6.0,1,1
49874,Microbacterium phage Pioneer3,2016.0,114.0,114.0,1,1
49875,Sclerotium rolfsii hypovirus 7,2016.0,1.0,1.0,1,1
49876,Faustovirus,2016.0,2487.0,514.0,5,1
49877,Tomato leaf curl Mali virus,2016.0,114.0,24.0,19,4
49878,Papaya leaf curl betasatellite,2016.0,44.0,3.0,44,3
49879,Sweet potato virus G,2016.0,117.0,2.0,113,2
49880,Fairfaxidumvirus,2016.0,2025.0,911.0,25,11
49881,Apple dimple fruit viroid,2016.0,0.0,0.0,18,4
49882,Apple fruit crinkle viroid,2016.0,0.0,0.0,3,1
49883,Serratia virus PhiZZ30,2016.0,534.0,534.0,2,2
49884,Feline foamy virus,2016.0,343.0,4.0,225,22
49885,Carnivore amdoparvovirus 1,2016.0,1643.0,486.0,1446,449
49886,Yongsan sobemo-like virus 1,2016.0,2.0,2.0,1,1
49887,Serratia virus IME250,2016.0,579.0,193.0,3,1
49888,Yongsan tombus-like virus 1,2016.0,6.0,6.0,2,2
49889,Apscaviroid,2016.0,0.0,0.0,462,43
49890,Feline immunodeficiency virus,2016.0,1468.0,70.0,1166,86
49891,Tomato leaf curl Karnataka virus,2016.0,218.0,15.0,58,4
49892,Yongsan picorna-like virus 4,2016.0,2.0,2.0,2,2
49893,Capybara virus 7_cap1_536,2016.0,2.0,2.0,1,1
49894,Carnation vein mottle virus,2016.0,3.0,2.0,3,2
49895,Capybara virus 9_cap1_45,2016.0,2.0,2.0,1,1
49896,Meleagrid alphaherpesvirus 1,2016.0,1.0,1.0,1,1
49897,Hubei picorna-like virus,2016.0,2.0,1.0,2,1
49898,Paramyxovirus PREDICT_PMV-99,2016.0,1.0,1.0,1,1
49899,Paramyxovirus PREDICT_PMV-98,2016.0,1.0,1.0,1,1
49900,Paramyxovirus PREDICT_PMV-97,2016.0,1.0,1.0,1,1
49901,Paramyxovirus PREDICT_PMV-95,2016.0,1.0,1.0,1,1
49902,Paramyxovirus PREDICT_PMV-94,2016.0,1.0,1.0,1,1
49903,Capybara virus 8_cap1_36,2016.0,2.0,2.0,1,1
49904,Capybara virus 34_cap3_7672,2016.0,2.0,2.0,1,1
49905,Yongsan picorna-like virus 3,2016.0,8.0,8.0,2,2
49906,Ball python nidovirus 1,2016.0,24.0,8.0,3,1
49907,Felid gammaherpesvirus 1,2016.0,244.0,4.0,71,4
49908,Papaya leaf distortion mosaic virus,2016.0,103.0,65.0,103,65
49909,Microbacterium phage PaoPu,2016.0,50.0,50.0,2,2
49910,Apple hammerhead viroid,2016.0,0.0,0.0,38,35
49911,Scotophilus kuhlii polyomavirus 1,2016.0,4.0,4.0,1,1
49912,Capybara virus 35_cap1_1079,2016.0,2.0,2.0,1,1
49913,Megalocytivirus sp.,2016.0,49.0,10.0,45,10
49914,Sesarmops intermedium nimavirus,2016.0,67.0,67.0,14,14
49915,Capybara virus 36_cap1_42,2016.0,2.0,2.0,1,1
49916,Yongsan picorna-like virus 2,2016.0,2.0,2.0,2,2
49917,Capybara virus 37_cap1_578,2016.0,2.0,2.0,1,1
49918,Capybara virus 4_cap1_390,2016.0,2.0,2.0,1,1
49919,Capybara virus 5_cap1_460,2016.0,2.0,2.0,1,1
49920,Carnivore amdoparvovirus 4,2016.0,100.0,1.0,66,1
49921,Papaya meleira virus 2,2016.0,1.0,1.0,1,1
49922,Microbacterium phage OlinDD,2016.0,114.0,114.0,1,1
49923,Capybara virus 6_cap1_1771,2016.0,2.0,2.0,1,1
49924,Feline calicivirus,2016.0,730.0,1.0,666,1
49925,Tomato leaf curl Kerala virus,2016.0,116.0,50.0,21,10
49926,Scottvirus,2016.0,102.0,102.0,2,2
49927,Capybara virus 3_cap1_260,2016.0,2.0,2.0,1,1
49928,Paramyxovirus PREDICT_PMV-93,2016.0,1.0,1.0,1,1
49929,Appavirus,2016.0,130.0,130.0,2,2
49930,Fairfax lookout virus,2016.0,3.0,3.0,3,3
49931,Capybara microvirus Cap3_SP_645,2016.0,5.0,5.0,1,1
49932,Severe acute respiratory syndrome-related coronavirus,2016.0,2523.0,44.0,305,51
49933,Capybara microvirus Cap3_SP_646,2016.0,5.0,5.0,1,1
49934,Apis picorna-like virus 4,2016.0,2.0,2.0,2,2
49935,Parechovirus sp. QAPp32,2016.0,1.0,1.0,1,1
49936,Parechovirus sp.,2016.0,4.0,4.0,18,18
49937,Capybara microvirus Cap3_SP_649,2016.0,5.0,5.0,1,1
49938,Capybara microvirus Cap3_SP_668,2016.0,4.0,4.0,1,1
49939,Sclerotium rolfsii RNA virus 1,2016.0,3.0,2.0,2,1
49940,Mayoviridae,2016.0,116.0,22.0,83,20
49941,Barley yellow mosaic virus,2016.0,66.0,23.0,60,17
49942,Microbacterium phage Quhwah,2016.0,190.0,190.0,2,2
49943,Parechovirus A,2016.0,4490.0,292.0,4592,294
49944,Sclerotium rolfsii RNA virus 2,2016.0,2.0,2.0,1,1
49945,Sclerotium rolfsii alphavirus-like virus 1,2016.0,1.0,1.0,1,1
49946,Sclerotium rolfsii alphavirus-like virus 2,2016.0,1.0,1.0,1,1
49947,Meagle narna-like virus,2016.0,1.0,1.0,1,1
49948,Sclerotium rolfsii alphavirus-like virus 3,2016.0,1.0,1.0,1,1
49949,Eyach coltivirus,2016.0,15.0,2.0,29,2
49950,Capybara virus 10_cap1_55,2016.0,2.0,2.0,1,1
49951,Rotavirus C,2016.0,3850.0,159.0,3933,159
49952,Papaya cytorhabdovirus,2016.0,7.0,7.0,1,1
49953,Capybara microvirus Cap3_SP_641,2016.0,5.0,5.0,1,1
49954,Pantoea virus Vid5,2016.0,198.0,198.0,2,2
49955,Barnaviridae,2016.0,15.0,4.0,4,1
49956,Microbacterium phage Redfield,2016.0,63.0,63.0,1,1
49957,Capybara microvirus Cap3_SP_578,2016.0,5.0,5.0,1,1
49958,Capybara microvirus Cap3_SP_581,2016.0,6.0,6.0,1,1
49959,European mountain ash ringspot-associated virus,2016.0,83.0,3.0,83,3
49960,Capybara microvirus Cap3_SP_586,2016.0,5.0,5.0,1,1
49961,Capybara microvirus Cap3_SP_588,2016.0,5.0,5.0,1,1
49962,Microbacterium phage Raptor,2016.0,63.0,63.0,1,1
49963,Capybara microvirus Cap3_SP_603,2016.0,5.0,5.0,1,1
49964,Tomato leaf curl Pakistan alphasatellite,2016.0,41.0,4.0,41,4
49965,Apis mellifera filamentous virus,2016.0,491.0,2.0,11,2
49966,Royal Farm virus,2016.0,8.0,3.0,8,3
49967,Capybara microvirus Cap3_SP_612,2016.0,5.0,5.0,1,1
49968,Paris mitovirus 1,2016.0,1.0,1.0,1,1
49969,Capybara microvirus Cap3_SP_613,2016.0,6.0,6.0,1,1
49970,Parietaria mottle virus,2016.0,71.0,1.0,67,1
49971,Capybara microvirus Cap3_SP_632,2016.0,5.0,5.0,1,1
49972,Mayaro virus,2016.0,221.0,4.0,109,3
49973,Whitefly-associated begomovirus 3,2016.0,24.0,5.0,10,5
49974,Tomato leaf curl Pakistan betasatellite,2016.0,2.0,1.0,2,1
49975,European wheat striate mosaic tenuivirus,2016.0,124.0,16.0,62,8
49976,Capybara virus 27_cap1_2563,2016.0,2.0,2.0,1,1
49977,Faba bean necrotic stunt alphasatellite 1,2016.0,6.0,4.0,6,4
49978,Rowavirus,2016.0,124.0,124.0,2,2
49979,Sclerotium rolfsii fusarivirus 2,2016.0,2.0,2.0,1,1
49980,Carnivore bocaparvovirus 4,2016.0,12.0,4.0,6,4
49981,Papaya leaf curl China virus,2016.0,192.0,6.0,42,1
49982,Medioniviridae,2016.0,17.0,5.0,5,1
49983,Parechovirus,2016.0,4561.0,297.0,4670,313
49984,Capybara virus 21_cap1_506,2016.0,2.0,2.0,1,1
49985,Rousettus leschenaultii polyomavirus 2,2016.0,6.0,6.0,1,1
49986,Barley yellow dwarf virus PAS,2016.0,408.0,23.0,175,10
49987,Capybara virus 22_cap1_591,2016.0,2.0,2.0,1,1
49988,Capybara virus 20_cap1_494,2016.0,2.0,2.0,1,1
49989,Fabavirus,2016.0,385.0,78.0,381,78
49990,Tomato leaf curl New Delhi virus,2016.0,2649.0,704.0,895,210
49991,Capybara virus 23_cap1_803,2016.0,2.0,2.0,1,1
49992,Capybara virus 24_cap1_1774,2016.0,2.0,2.0,1,1
49993,Apium virus Y,2016.0,19.0,2.0,8,2
49994,Capybara virus 25_cap1_1914,2016.0,2.0,2.0,1,1
49995,Sclerotium rolfsii hypovirus 2,2016.0,1.0,1.0,1,1
49996,Rousettus leschenaultii polyomavirus 1,2016.0,6.0,6.0,1,1
49997,Capybara virus 26_cap1_2125,2016.0,2.0,2.0,1,1
49998,Sclerotium rolfsii hypovirus 3,2016.0,1.0,1.0,1,1
49999,Carnivore bocaparvovirus 3,2016.0,58.0,23.0,36,20
50000,Faba bean necrotic stunt alphasatellite 2,2016.0,5.0,4.0,5,4
50001,Capybara virus 1_cap1_34,2016.0,2.0,2.0,1,1
50002,Measles morbillivirus,2016.0,11572.0,1169.0,10789,1153
50003,Capybara virus 11_cap1_98,2016.0,2.0,2.0,1,1
50004,Capybara virus 12_cap1_103,2016.0,2.0,2.0,1,1
50005,Hubei reo-like virus 14,2016.0,3.0,1.0,3,1
50006,Capybara virus 13_cap1_257,2016.0,2.0,2.0,1,1
50007,Whitefly-transmitted carlavirus,2016.0,4.0,4.0,2,2
50008,Capybara virus 14_cap1_266,2016.0,2.0,2.0,1,1
50009,Apis rhabdovirus 1,2016.0,99.0,5.0,20,1
50010,Barley yellow dwarf virus PAV,2016.0,714.0,40.0,492,33
50011,Capybara virus 15_cap1_294,2016.0,2.0,2.0,1,1
50012,Capybara virus 19_cap1_382,2016.0,2.0,2.0,1,1
50013,Faba bean necrotic stunt virus,2016.0,105.0,31.0,105,31
50014,Sclerotium rolfsii endornavirus 1,2016.0,1.0,1.0,1,1
50015,Apis rhabdovirus 2,2016.0,15.0,5.0,3,1
50016,Papaya leaf crumple virus,2016.0,133.0,22.0,22,4
50017,Apis rhabdovirus 5,2016.0,5.0,5.0,1,1
50018,Sclerotium rolfsii fusarivirus 1,2016.0,2.0,2.0,1,1
50019,Capybara virus 16_cap1_305,2016.0,2.0,2.0,1,1
50020,Faba bean necrotic yellows virus,2016.0,189.0,78.0,189,78
50021,Capybara virus 17_cap1_330,2016.0,2.0,2.0,1,1
50022,Capybara virus 18_cap1_371,2016.0,2.0,2.0,1,1
50023,Sclerotium rolfsii beny-like virus 1,2016.0,1.0,1.0,1,1
50024,Paramyxovirus PREDICT_PMV-91,2016.0,1.0,1.0,1,1
50025,Caraway yellows virus,2016.0,2.0,2.0,2,2
50026,Paramyxovirus PREDICT_PMV-86,2016.0,2.0,2.0,2,2
50027,Paramyxovirus PREDICT_PMV-110,2016.0,1.0,1.0,1,1
50028,Barfin flounder nervous necrosis virus,2016.0,58.0,1.0,58,1
50029,Paramyxovirus PREDICT_PMV-109,2016.0,1.0,1.0,1,1
50030,Paramyxovirus PREDICT_PMV-108,2016.0,1.0,1.0,1,1
50031,Paramyxovirus PREDICT_PMV-107,2016.0,2.0,2.0,2,2
50032,Paramyxovirus PREDICT_PMV-106,2016.0,2.0,2.0,2,2
50033,Paramyxovirus PREDICT_PMV-104,2016.0,1.0,1.0,1,1
50034,Paramyxovirus PREDICT_PMV-103,2016.0,1.0,1.0,1,1
50035,Secoviridae,2016.0,2168.0,211.0,2254,219
50036,Paramyxovirus PREDICT_PMV-113,2016.0,1.0,1.0,1,1
50037,Paramyxovirus PREDICT_PMV-100,2016.0,1.0,1.0,1,1
50038,Fibralongavirus,2016.0,120.0,120.0,2,2
50039,Fibrovirus,2016.0,37.0,13.0,4,1
50040,Tomato leaf curl Hsinchu virus,2016.0,47.0,6.0,12,1
50041,Metaavulavirus,2016.0,560.0,51.0,163,30
50042,Sepunavirus,2016.0,1014.0,614.0,5,3
50043,Microbacterium phage Didgeridoo,2016.0,74.0,74.0,1,1
50044,Tomato leaf curl Gujarat virus,2016.0,117.0,14.0,25,3
50045,Fimoviridae,2016.0,810.0,176.0,976,188
50046,Metamorphoovirus,2016.0,384.0,198.0,4,2
50047,Paramyxovirus PREDICT_PMV-10,2016.0,1.0,1.0,1,1
50048,Fig badnavirus 1,2016.0,153.0,4.0,110,2
50049,Baringo Partiti-like virus,2016.0,1.0,1.0,1,1
50050,Microbacterium phage Gelo,2016.0,62.0,62.0,1,1
50051,Mesta yellow vein mosaic virus,2016.0,91.0,7.0,31,1
50052,Serbia mononega-like virus 1,2016.0,4.0,4.0,1,1
50053,Papillomaviridae sp. Haddock_c145,2016.0,6.0,6.0,1,1
50054,Fermo-like virus,2016.0,57.0,31.0,57,31
50055,Serbia bunya-like virus 1,2016.0,1.0,1.0,1,1
50056,Serang virus,2016.0,7.0,1.0,7,1
50057,Paramyxovirus PREDICT_PMV-13,2016.0,48.0,19.0,48,19
50058,Papillomaviridae sp. Haddock_c2655,2016.0,6.0,6.0,1,1
50059,Papillomaviridae sp. Haddock_c45,2016.0,6.0,6.0,1,1
50060,Fishburnevirus,2016.0,2689.0,554.0,34,7
50061,Papillomaviridae sp. Haddock_c6033,2016.0,5.0,5.0,1,1
50062,Papillomaviridae sp. Seabass_c17043,2016.0,6.0,6.0,1,1
50063,Barkedji virus,2016.0,3.0,2.0,3,2
50064,Papillomaviridae sp. Seabass_c1851,2016.0,8.0,8.0,1,1
50065,Papillomaviridae sp. Seabass_c24797,2016.0,6.0,6.0,1,1
50066,Ferret coronavirus,2016.0,133.0,9.0,67,1
50067,Paramyxovirus PREDICT_PMV-120,2016.0,1.0,1.0,1,1
50068,Paramyxovirus PREDICT_PMV-119,2016.0,1.0,1.0,1,1
50069,Paramyxovirus PREDICT_PMV-118,2016.0,14.0,14.0,14,14
50070,Paramyxovirus PREDICT_PMV-117,2016.0,1.0,1.0,1,1
50071,Fernvirus,2016.0,1220.0,188.0,19,3
50072,Tomato leaf curl Barka virus,2016.0,84.0,36.0,14,6
50073,Paramyxoviridae sp.,2016.0,125.0,45.0,61,31
50074,Seoul orthohantavirus,2016.0,974.0,32.0,1016,32
50075,Fig mild mottle-associated virus,2016.0,11.0,1.0,7,1
50076,Microbacterium phage BeeBee8,2016.0,64.0,64.0,1,1
50077,Metaviridae,2016.0,5.0,3.0,3,1
50078,Apple necrotic mosaic virus,2016.0,25.0,1.0,19,1
50079,Filchner virus,2016.0,1.0,1.0,1,1
50080,Microbacterium phage Bandik,2016.0,63.0,63.0,1,1
50081,Fijivirus,2016.0,1761.0,85.0,1556,73
50082,Yunnan orbivirus,2016.0,22.0,2.0,26,2
50083,Fig mosaic emaravirus,2016.0,190.0,60.0,294,62
50084,Senecavirus,2016.0,194.0,30.0,197,30
50085,Mexico trichovirus,2016.0,4.0,4.0,1,1
50086,Apple stem grooving virus,2016.0,507.0,28.0,439,22
50087,Apple scar skin viroid,2016.0,0.0,0.0,49,4
50088,Yunnan manyleaf rhizome virus,2016.0,1.0,1.0,1,1
50089,Yunnan Paris negative-stranded virus,2016.0,3.0,3.0,2,2
50090,Tomato leaf curl Ghana virus,2016.0,18.0,6.0,3,1
50091,Microbacterium phage Antoinette,2016.0,63.0,63.0,1,1
50092,Senko virus,2016.0,1.0,1.0,1,1
50093,Tomato leaf curl Gandhinagar betasatellite,2016.0,4.0,2.0,4,2
50094,Fig wasp tombus-like virus 1,2016.0,1.0,1.0,1,1
50095,Senecavirus A,2016.0,194.0,30.0,197,30
50096,Microbacterium phage Dave,2016.0,63.0,63.0,1,1
50097,Cariniana estrellensis associated virus,2016.0,2.0,2.0,1,1
50098,Metapneumovirus,2016.0,6224.0,650.0,4863,485
50099,Metapenaeus ensis nimavirus,2016.0,76.0,76.0,10,10
50100,Barbavirus,2016.0,9084.0,9084.0,56,56
50101,Fig cryptic virus,2016.0,25.0,1.0,33,1
50102,Bantamvirus,2016.0,615.0,279.0,4,2
50103,Apple stem pitting virus,2016.0,1521.0,1.0,766,1
50104,Banna virus,2016.0,214.0,16.0,215,16
50105,Paramyxoviridae,2016.0,49060.0,7910.0,31911,3956
50106,Filoviridae,2016.0,20934.0,92.0,2892,15
50107,Fig fleck-associated virus,2016.0,22.0,6.0,22,6
50108,Zaire ebolavirus,2016.0,19539.0,54.0,2580,6
50109,Bandicoot hepacivirus,2016.0,0.0,0.0,1,1
50110,Fig latent virus 1,2016.0,7.0,1.0,4,1
50111,Sendosyvirus,2016.0,304.0,80.0,9,2
50112,Paraavulavirus,2016.0,242.0,10.0,158,5
