,Taxonomy,Country,Cumulative_Count,Count
70940,Staphylococcus virus JS02,China,134,134
70941,Staphylococcus virus LH1,Canada,114,114
70942,Staphylococcus virus P1105,Germany,138,138
70943,Staphylococcus virus P240,Germany,134,134
70944,Staphylococcus virus P282,Germany,136,136
70945,Staphylococcus virus P630,Germany,128,128
70946,Staphylococcus virus P954,India,138,138
70947,Staphylococcus virus Pabna,USA,42,42
70948,Staphylococcus virus QT1,Czech Republic,120,120
70949,Staphylococcus virus S25-4,Japan,368,368
70950,Staphylococcus virus S253,Japan,412,412
70951,Staphylococcus virus SA1014ruMSSAST7,Russia,128,128
70952,Staphylococcus virus SA11,South Korea,372,372
70953,Staphylococcus virus SA137ruMSSAST121PVL,Russia,128,128
70954,Staphylococcus virus SA345ruMSSAST8,Russia,128,128
70955,Staphylococcus virus SA75,South Korea,130,130
70956,Staphylococcus virus SA780ruMSSAST101,Russia,130,130
70957,Staphylococcus virus SAP2,South Korea,40,40
70958,Staphylococcus virus SEP1,Portugal,400,400
70959,Staphylococcus virus SEP9,Portugal,258,258
70960,Staphylococcus virus SLPW,China,40,40
70961,Staphylococcus virus Sebago,USA,140,140
70962,Staphylococcus virus Sextaec,USA,284,284
70963,Staphylococcus virus SpT152,United Kingdom,136,136
70964,Staphylococcus virus St134,Russia,42,42
70965,Staphylococcus virus Stau2,Taiwan,354,354
70966,Staphylococcus virus StauST398-1,France,138,138
70967,Staphylococcus virus StauST398-2,France,124,124
70968,Staphylococcus virus StauST398-3,France,138,138
70969,Staphylococcus virus UPMK2,Malaysia,124,124
70970,Staphylococcus virus WIS42,Poland,144,144
70971,Staphylococcus virus fPfSau02,Finland,136,136
70972,Staphylococcus virus pSp_SNUABM-J,South Korea,74,74
70973,Staphylococcus virus pSp_SNUABM-S,South Korea,74,74
70974,Staphylococcus virus phi2,Canada,122,122
70975,Staphylococcus virus phiJB,Czech Republic,140,140
70976,Staphylococcus virus phiMR11,Japan,1,1
70977,Staphylococcus virus st1,Australia,130,130
70978,Staphylococcus virus st121mssa,Australia,130,130
70979,Staphylococcus virus st22,Australia,106,106
70980,Staphylococcus virus st30,Australia,130,130
70981,Staphylococcus virus st5,Australia,154,154
70982,Staphylococcus virus st78,Australia,134,134
70983,Staphylococcus virus vB_SepS_27,United Kingdom,66,66
70984,Staphylococcus virus vB_SepS_456,Netherlands,68,68
70985,Staphylococcus virus vB_SepS_459,Netherlands,65,65
70986,Staphylococcus virus vB_SepS_48,Netherlands,68,68
70987,Staphylococcus virus vB_SepS_E72,Germany,71,71
70988,Stapleton virus,Australia,4,4
70989,Stappia phage SI01,China,50,50
70990,Starki virus,Russia,1,1
70991,Starling circovirus,New Zealand,4,4
70992,Starmerella bacillaris mitovirus 1,Italy,1,1
70993,Starmerella bacillaris ormycovirus 1,Italy,2,2
70994,Starmerella bacillaris totivirus 1,Italy,2,2
70995,Starry flounder rhabdovirus,USA,1,1
70996,Statovirus 0447,Ethiopia,2,2
70997,Statovirus 0450,Ethiopia,2,2
70998,Statovirus A,USA,98,98
70999,Statovirus A1,USA,2,2
71000,Statovirus A2,USA,2,2
71001,Statovirus A3,USA,2,2
71002,Statovirus B1,USA,2,2
71003,Statovirus C1,Malawi,2,2
71004,Statovirus D1,China,1,1
71005,Statovirus E1,USA,2,2
71006,Statovirus F1,USA,2,2
71007,Statovirus sp.,USA,20,20
71008,Statovirus sp.,Viet Nam,22,2
71009,Stavropol virus,Russia,21,21
71010,Steelhead trout orthomyxovirus-1,USA,10,10
71011,Stehlmavirus,USA,3,3
71012,Stehlmavirus lutihabitans,USA,3,3
71013,Stehnavirus,USA,12,12
71014,Stehnavirus chorenecus,USA,3,3
71015,Stehnavirus chorohabitans,USA,3,3
71016,Stehnavirus chorovicinum,USA,3,3
71017,Stehnavirus lutivicinum,USA,3,3
71018,Steinernema ceratophorum partiti-like virus 1,China,2,2
71019,Steinhofvirus,Australia,130,130
71020,Steinhofvirus,Cote d'Ivoire,303,173
71021,Steinhofvirus,France,425,122
71022,Steinhofvirus,Germany,559,134
71023,Steitzviridae,Austria,3,3
71024,Steitzviridae,China,29,26
71025,Steitzviridae,Japan,111,82
71026,Steitzviridae,USA,1374,1263
71027,Stejneger's beaked whale gammaherpesvirus,Japan,1,1
71028,Stellaria aquatica mottle virus,South Korea,5,5
71029,Stellavirales sp.,Germany,13,13
71030,Steller sea lion astrovirus 1,USA,2,2
71031,Steller sea lion poxvirus,USA,2,2
71032,Steller sea lion vesivirus,USA,9,9
71033,Stemphylium lycopersici mycovirus,China,8,8
71034,Stenella coeruleoalba alphaherpesvirus 1,Spain,2,2
71035,Stenella coeruleoalba alphaherpesvirus 2,Spain,1,1
71036,Stenella frontalis alphaherpesvirus,Brazil,1,1
71037,Steno bredanensis gammaherpesvirus,USA,2,2
71038,Stenomesson mosaic virus,Netherlands,1,1
71039,Stenotaphrum nepovirus,Australia,24,24
71040,Stenotrophomonas phage A1432,China,79,79
71041,Stenotrophomonas phage B2,China,55,55
71042,Stenotrophomonas phage BUCT555,China,57,57
71043,Stenotrophomonas phage BUCT598,China,55,55
71044,Stenotrophomonas phage BUCT603,China,64,64
71045,Stenotrophomonas phage BUCT603B1,China,62,62
71046,Stenotrophomonas phage BUCT608,China,266,266
71047,Stenotrophomonas phage BUCT609,China,56,56
71048,Stenotrophomonas phage BUCT626,China,98,98
71049,Stenotrophomonas phage BUCT627,China,98,98
71050,Stenotrophomonas phage C121,China,98,98
71051,Stenotrophomonas phage CUB19,Germany,79,79
71052,Stenotrophomonas phage DLP4,Canada,82,82
71053,Stenotrophomonas phage Marzo,USA,268,268
71054,Stenotrophomonas phage Paxi,USA,89,89
71055,Stenotrophomonas phage Pepon,USA,53,53
71056,Stenotrophomonas phage Philippe,USA,95,95
71057,Stenotrophomonas phage Piffle,USA,90,90
71058,Stenotrophomonas phage Ponderosa,Zimbabwe,54,54
71059,Stenotrophomonas phage Ptah,USA,56,56
71060,Stenotrophomonas phage Salva,USA,102,102
71061,Stenotrophomonas phage Siara,USA,100,100
71062,Stenotrophomonas phage Silvanus,USA,68,68
71063,Stenotrophomonas phage Sonora,USA,96,96
71064,Stenotrophomonas phage Summit,USA,147,147
71065,Stenotrophomonas phage Suso,USA,69,69
71066,Stenotrophomonas phage Suzuki,USA,83,83
71067,Stenotrophomonas phage TS-10,China,53,53
71068,Stenotrophomonas phage phiSHP3,China,51,51
71069,Stenotrophomonas phage vB_SmaM_Ps15,Australia,276,276
71070,Stenotrophomonas phage vB_SmaS-AXL_1,Canada,83,83
71071,Stenotrophomonas phage vB_SmaS-AXL_3,Canada,65,65
71072,Stenotrophomonas phage vB_SmaS-DLP_1,Canada,57,57
71073,Stenotrophomonas phage vB_SmaS-DLP_2,Canada,116,116
71074,Stenotrophomonas phage vB_SmaS-DLP_6,Canada,241,241
71075,Stenotrophomonas phage vB_SmaS_BUCT548,China,102,102
71076,Stenotrophomonas phage vB_SmaS_DLP_3,Canada,148,148
71077,Stenotrophomonas phage vB_SmeS_BUCT700,China,55,55
71078,Stenotrophomonas phage vB_SmeS_BUCT702,China,44,44
71079,Stenotrophomonas phage vB_SmeS_BUCT703,China,50,50
71080,Stenotrophomonas phage vB_SmeS_BUCT704,China,43,43
71081,Stenotrophomonas phage vB_SmeS_BUCT705,China,84,84
71082,Stenotrophomonas virus DLP5,Canada,298,298
71083,Stenotrophomonas virus IME13,China,356,356
71084,Stenotrophomonas virus IME15,China,90,90
71085,Stenotrophomonas virus IMESM1,China,404,404
71086,Stenotrophomonas virus Mendera,USA,572,572
71087,Stenotrophomonas virus Moby,USA,542,542
71088,Stenotrophomonas virus Pokken,USA,186,186
71089,Stenotrophomonas virus SMA7,Russia,20,20
71090,Stevia carlavirus 1,China,6,6
71091,Stickleback virus,USA,95,95
71092,Stinn virus,USA,2,2
71093,Stipagrostis associaed virus,South Africa,4,4
71094,Stockinghallvirus,USA,80,80
71095,Stocky prune virus,France,6,6
71096,Stompelvirus,China,86,86
71097,Stone flounder iridovirus 603-3/China,China,1,1
71098,Stone flounder iridovirus 724/China,China,1,1
71099,Stopalavirus,Spain,90,90
71100,Stopalavirus S38C3,Spain,90,90
71101,Store beach virus,Australia,2,2
71102,Straboviridae,Australia,272,272
71103,Straboviridae,Brazil,1776,1504
71104,Straboviridae,Canada,1780,4
71105,Straboviridae,China,3378,1598
71106,Straboviridae,Denmark,3648,270
71107,Straboviridae,Ghana,4224,576
71108,Straboviridae,Ireland,4492,268
71109,Straboviridae,Israel,5024,532
71110,Straboviridae,Kazakhstan,5565,541
71111,Straboviridae,New Zealand,5839,274
71112,Straboviridae,Philippines,5840,1
71113,Straboviridae,Poland,6689,849
71114,Straboviridae,Russia,6953,264
71115,Straboviridae,Spain,7219,266
71116,Straboviridae,USA,13621,6402
71117,Straboviridae,United Kingdom,14160,539
71118,Stralarivirus,China,1,1
71119,Stralarivirus LycMoV,China,1,1
71120,Strawberry associated virus 1,China,8,8
71121,Strawberry associated virus A,Czech Republic,6,6
71122,Strawberry chlorotic fleck-associated virus,USA,33,33
71123,Strawberry crinivirus 3,China,1,1
71124,Strawberry crinivirus 3,Iran,2,1
71125,Strawberry crinivirus 3,USA,6,4
71126,Strawberry crinivirus 4,Canada,1,1
71127,Strawberry crinivirus 4,China,3,2
71128,Strawberry crinivirus 4,Iran,4,1
71129,Strawberry crinivirus 4,USA,8,4
71130,Strawberry crinkle cytorhabdovirus,Argentina,1,1
71131,Strawberry crinkle cytorhabdovirus,Chile,6,5
71132,Strawberry crinkle cytorhabdovirus,Czech Republic,22,16
71133,Strawberry crinkle cytorhabdovirus,Iran,47,25
71134,Strawberry crinkle cytorhabdovirus,Mexico,48,1
71135,Strawberry crinkle cytorhabdovirus,USA,52,4
71136,Strawberry cytorhabdovirus 1,China,4,4
71137,Strawberry cytorhabdovirus 1,Czech Republic,49,45
71138,Strawberry latent ringspot virus,Canada,3,3
71139,Strawberry latent ringspot virus,Egypt,8,5
71140,Strawberry latent ringspot virus,France,10,2
71141,Strawberry latent ringspot virus,Germany,12,2
71142,Strawberry latent ringspot virus,Netherlands,46,34
71143,Strawberry latent ringspot virus,New Zealand,60,14
71144,Strawberry latent ringspot virus,Norway,62,2
71145,Strawberry latent ringspot virus,Poland,65,3
71146,Strawberry latent ringspot virus,Switzerland,68,3
71147,Strawberry latent ringspot virus,USA,70,2
71148,Strawberry latent ringspot virus,United Kingdom,72,2
71149,Strawberry mild yellow edge virus,Argentina,16,16
71150,Strawberry mild yellow edge virus,Brazil,17,1
71151,Strawberry mild yellow edge virus,Canada,226,209
71152,Strawberry mild yellow edge virus,Chile,231,5
71153,Strawberry mild yellow edge virus,China,250,19
71154,Strawberry mild yellow edge virus,Egypt,252,2
71155,Strawberry mild yellow edge virus,Iran,255,3
71156,Strawberry mild yellow edge virus,Japan,265,10
71157,Strawberry mild yellow edge virus,Mexico,266,1
71158,Strawberry mild yellow edge virus,Poland,271,5
71159,Strawberry mild yellow edge virus,South Korea,274,3
71160,Strawberry mild yellow edge virus,USA,288,14
71161,Strawberry mottle virus,Canada,29,29
71162,Strawberry mottle virus,Chile,31,2
71163,Strawberry mottle virus,China,88,57
71164,Strawberry mottle virus,Czech Republic,93,5
71165,Strawberry mottle virus,Germany,95,2
71166,Strawberry mottle virus,Iran,97,2
71167,Strawberry mottle virus,Japan,101,4
71168,Strawberry mottle virus,Netherlands,110,9
71169,Strawberry mottle virus,Poland,122,12
71170,Strawberry mottle virus,USA,131,9
71171,Strawberry necrotic shock virus,Australia,8,8
71172,Strawberry necrotic shock virus,China,9,1
71173,Strawberry necrotic shock virus,Japan,12,3
71174,Strawberry necrotic shock virus,Mexico,13,1
71175,Strawberry necrotic shock virus,Philippines,15,2
71176,Strawberry necrotic shock virus,USA,42,27
71177,Strawberry pallidosis-associated virus,Canada,22,22
71178,Strawberry pallidosis-associated virus,China,38,16
71179,Strawberry pallidosis-associated virus,Iran,45,7
71180,Strawberry pallidosis-associated virus,Mexico,46,1
71181,Strawberry pallidosis-associated virus,USA,86,40
71182,Strawberry polerovirus 1,Argentina,13,13
71183,Strawberry polerovirus 1,Canada,43,30
71184,Strawberry polerovirus 1,Czech Republic,118,75
71185,Strawberry polerovirus 1,Nepal,124,6
71186,Strawberry polerovirus 1,USA,158,34
71187,Strawberry vein banding virus,Brazil,1,1
71188,Strawberry vein banding virus,Canada,50,49
71189,Strawberry vein banding virus,Chile,58,8
71190,Strawberry vein banding virus,China,142,84
71191,Strawberry vein banding virus,Czech Republic,149,7
71192,Strawberry vein banding virus,Egypt,150,1
71193,Strawberry vein banding virus,Japan,157,7
71194,Strawberry vein banding virus,Netherlands,158,1
71195,Strawberry vein banding virus,USA,178,20
71196,Strawberry virus 2,USA,9,9
71197,Strawberry virus 3,USA,6,6
71198,Strepomyces virus Drgrey,USA,164,164
71199,Strepomyces virus Rima,USA,174,174
71200,Strepsipteran arli-related virus OKIAV104,Germany,5,5
71201,Streptobotrys caulophylli fusagravirus 1,China,2,2
71202,Streptobotrys caulophylli yadokari virus 1,China,1,1
71203,Streptococcaceae,Italy,1,1
71204,Streptococcus,Italy,1,1
71205,Streptococcus phage 107,Uruguay,50,50
71206,Streptococcus phage 109751,Thailand,61,61
71207,Streptococcus phage 115,Uruguay,56,56
71208,Streptococcus phage 123,Uruguay,47,47
71209,Streptococcus phage 140,Uruguay,43,43
71210,Streptococcus phage 142,Uruguay,42,42
71211,Streptococcus phage 16B8,Ireland,38,38
71212,Streptococcus phage 23TH,Ireland,49,49
71213,Streptococcus phage 31B4,Ireland,40,40
71214,Streptococcus phage 33888,Thailand,57,57
71215,Streptococcus phage 5093,Netherlands,96,96
71216,Streptococcus phage 7A5,Ireland,44,44
71217,Streptococcus phage 7T,Ireland,41,41
71218,Streptococcus phage 93,Uruguay,56,56
71219,Streptococcus phage 94,Uruguay,46,46
71220,Streptococcus phage 9A,Ireland,41,41
71221,Streptococcus phage 9B4,Ireland,41,41
71222,Streptococcus phage A0,Ireland,44,44
71223,Streptococcus phage A25,France,92,92
71224,Streptococcus phage B0,Ireland,47,47
71225,Streptococcus phage B5,Ireland,42,42
71226,Streptococcus phage C0,Ireland,42,42
71227,Streptococcus phage CHPC1151,Italy,46,46
71228,Streptococcus phage CHPC1198,USA,47,47
71229,Streptococcus phage CHPC1232,USA,45,45
71230,Streptococcus phage CHPC1282,Argentina,45,45
71231,Streptococcus phage CHPC577,Italy,50,50
71232,Streptococcus phage CHPC926,France,44,44
71233,Streptococcus phage D4446,Senegal,46,46
71234,Streptococcus phage IPP10,USA,63,63
71235,Streptococcus phage IPP11,USA,56,56
71236,Streptococcus phage IPP12,USA,57,57
71237,Streptococcus phage IPP14,South Africa,49,49
71238,Streptococcus phage IPP15,Denmark,55,55
71239,Streptococcus phage IPP16,Denmark,55,55
71240,Streptococcus phage IPP17,Germany,49,49
71241,Streptococcus phage IPP18,Denmark,55,55
71242,Streptococcus phage IPP19,Bolivia,48,48
71243,Streptococcus phage IPP20,Denmark,56,56
71244,Streptococcus phage IPP21,Denmark,56,56
71245,Streptococcus phage IPP22,India,53,53
71246,Streptococcus phage IPP23,Denmark,54,54
71247,Streptococcus phage IPP24,USA,56,56
71248,Streptococcus phage IPP25,USA,52,52
71249,Streptococcus phage IPP26,Denmark,51,51
71250,Streptococcus phage IPP27,Denmark,49,49
71251,Streptococcus phage IPP28,USA,52,52
71252,Streptococcus phage IPP29,Denmark,54,54
71253,Streptococcus phage IPP30,Denmark,54,54
71254,Streptococcus phage IPP31,Denmark,63,63
71255,Streptococcus phage IPP32,South Africa,64,64
71256,Streptococcus phage IPP34,Denmark,67,67
71257,Streptococcus phage IPP35,USA,68,68
71258,Streptococcus phage IPP36,Denmark,67,67
71259,Streptococcus phage IPP37,USA,65,65
71260,Streptococcus phage IPP38,USA,63,63
71261,Streptococcus phage IPP39,USA,50,50
71262,Streptococcus phage IPP40,USA,65,65
71263,Streptococcus phage IPP41,Denmark,46,46
71264,Streptococcus phage IPP42,Italy,43,43
71265,Streptococcus phage IPP43,Germany,47,47
71266,Streptococcus phage IPP44,Brazil,45,45
71267,Streptococcus phage IPP45,Spain,57,57
71268,Streptococcus phage IPP46,Spain,67,67
71269,Streptococcus phage IPP48,USA,52,52
71270,Streptococcus phage IPP5,South Africa,47,47
71271,Streptococcus phage IPP50,Denmark,62,62
71272,Streptococcus phage IPP51,USA,48,48
71273,Streptococcus phage IPP52,Malaysia,52,52
71274,Streptococcus phage IPP53,USA,55,55
71275,Streptococcus phage IPP54,USA,55,55
71276,Streptococcus phage IPP57,United Kingdom,50,50
71277,Streptococcus phage IPP58,USA,50,50
71278,Streptococcus phage IPP60,USA,63,63
71279,Streptococcus phage IPP61,Denmark,82,82
71280,Streptococcus phage IPP62,Denmark,56,56
71281,Streptococcus phage IPP63,United Kingdom,52,52
71282,Streptococcus phage IPP64,USA,67,67
71283,Streptococcus phage IPP65,Denmark,50,50
71284,Streptococcus phage IPP66,Denmark,53,53
71285,Streptococcus phage IPP67,USA,54,54
71286,Streptococcus phage IPP68,Bangladesh,54,54
71287,Streptococcus phage IPP69,South Africa,66,66
71288,Streptococcus phage IPP8,USA,60,60
71289,Streptococcus phage IPP9,Finland,63,63
71290,Streptococcus phage L5A1,Ireland,44,44
71291,Streptococcus phage LF1,Australia,60,60
71292,Streptococcus phage LF2,Australia,75,75
71293,Streptococcus phage LF3,Australia,47,47
71294,Streptococcus phage LF4,Australia,60,60
71295,Streptococcus phage M19,Ireland,44,44
71296,Streptococcus phage MM25,Ireland,41,41
71297,Streptococcus phage PH10,Switzerland,108,108
71298,Streptococcus phage PH15,Switzerland,120,120
71299,Streptococcus phage R1,Ireland,39,39
71300,Streptococcus phage SA01,Ireland,53,53
71301,Streptococcus phage STP1,Ireland,41,41
71302,Streptococcus phage STP2,Ireland,44,44
71303,Streptococcus phage SpGS-1,Gambia,53,53
71304,Streptococcus phage Str-PAP-1,South Korea,114,114
71305,Streptococcus phage Str01,Poland,54,54
71306,Streptococcus phage Str03,Poland,48,48
71307,Streptococcus phage T12,USA,130,130
71308,Streptococcus phage V2,Ireland,40,40
71309,Streptococcus phage VS-2018a,Switzerland,54,54
71310,Streptococcus phage VS-2018b,Switzerland,15,15
71311,Streptococcus phage pC2S4,Italy,1,1
71312,Streptococcus phage pC7_2,Italy,1,1
71313,Streptococcus phage pCD1A_A,Italy,1,1
71314,Streptococcus phage pLA1_A1,Italy,1,1
71315,Streptococcus phage pLB16_B,Italy,1,1
71316,Streptococcus phage pST,Uruguay,44,44
71317,Streptococcus phage pW3_4,Italy,1,1
71318,Streptococcus phage phi-SC181,China,30,30
71319,Streptococcus phage phi-m46.1,Italy,64,64
71320,Streptococcus phage phiNJ3,China,62,62
71321,Streptococcus phage phiSC070807,China,66,66
71322,Streptococcus phage phiZJ20091101-4,China,64,64
71323,Streptococcus phage smHBZ8,Israel,44,44
71324,Streptococcus pyogenes,Italy,1,1
71325,Streptococcus virus 9871,Netherlands,98,98
71326,Streptococcus virus 9872,Netherlands,98,98
71327,Streptococcus virus 9873,Netherlands,96,96
71328,Streptococcus virus 9874,Netherlands,96,96
71329,Streptococcus virus Cp1,Canada,27,27
71330,Streptococcus virus Cp7,Spain,56,56
71331,Streptococcus virus MS1,Canada,77,77
71332,Streptococcus virus SPQS1,Saudi Arabia,208,208
71333,Streptomyces phage Abt2graduatex2,USA,71,71
71334,Streptomyces phage Alderaan,Germany,50,50
71335,Streptomyces phage Alsaber,USA,152,152
71336,Streptomyces phage Alvy,USA,178,178
71337,Streptomyces phage Amethyst,USA,158,158
71338,Streptomyces phage Andris,USA,83,83
71339,Streptomyces phage Angela,USA,236,236
71340,Streptomyces phage Animus,USA,77,77
71341,Streptomyces phage Annihilus,USA,59,59
71342,Streptomyces phage Araceli,USA,81,81
71343,Streptomyces phage Asis,USA,72,72
71344,Streptomyces phage Asten,USA,73,73
71345,Streptomyces phage AxeJC,USA,58,58
71346,Streptomyces phage BabyGotBac,USA,72,72
71347,Streptomyces phage BartholomewSD,USA,87,87
71348,Streptomyces phage Bartholomune,USA,228,228
71349,Streptomyces phage Battuta,USA,239,239
71350,Streptomyces phage BayC,USA,71,71
71351,Streptomyces phage BeardedLady,USA,74,74
71352,Streptomyces phage Belfort,USA,234,234
71353,Streptomyces phage Beuffert,USA,240,240
71354,Streptomyces phage Bilo,USA,58,58
71355,Streptomyces phage Bioscum,USA,54,54
71356,Streptomyces phage Birchlyn,USA,240,240
71357,Streptomyces phage Bmoc,USA,470,470
71358,Streptomyces phage BoomerJR,USA,242,242
71359,Streptomyces phage Bordeaux,USA,238,238
71360,Streptomyces phage Bovely,USA,73,73
71361,Streptomyces phage Bowden,USA,81,81
71362,Streptomyces phage Braelyn,USA,456,456
71363,Streptomyces phage Brataylor,USA,77,77
71364,Streptomyces phage BroPlease,USA,76,76
