Species,Host,Count
XiangYun mono-chu-like virus 6,Culex tritaeniorhynchus,1
XiangYun mono-chu-like virus 7,Culex pipiens,1
XiangYun mono-chu-like virus 8,Culex tritaeniorhynchus,1
XiangYun mono-chu-like virus 9,Culex tritaeniorhynchus,1
XiangYun narna-levi-like virus 1,Culex pipiens,1
XiangYun narna-levi-like virus 10,Culex theileri,1
XiangYun narna-levi-like virus 11,Culex pipiens,1
XiangYun narna-levi-like virus 12,Culex pipiens,1
XiangYun narna-levi-like virus 13,Culex pipiens,1
XiangYun narna-levi-like virus 14,Culex pipiens,1
XiangYun narna-levi-like virus 15,Anopheles sinensis,1
XiangYun narna-levi-like virus 16,Anopheles sinensis,1
XiangYun narna-levi-like virus 2,Culex pipiens,1
XiangYun narna-levi-like virus 3,Culex pipiens,1
XiangYun narna-levi-like virus 5,Culex pipiens,1
XiangYun narna-levi-like virus 6,Culex pipiens,1
XiangYun narna-levi-like virus 7,Culex theileri,1
XiangYun narna-levi-like virus 9,Culex pipiens,1
XiangYun nudi-like virus,Culex pipiens,1
XiangYun orthomyxo-like virus 1,Culex pipiens,1
XiangYun orthomyxo-like virus 2,Culex theileri,1
XiangYun orthomyxo-like virus 4,Culex pipiens,1
XiangYun orthomyxo-like virus 5,Culex tritaeniorhynchus,1
XiangYun partiti-picobirna-like virus 1,Culex theileri,1
XiangYun partiti-picobirna-like virus 10,Culex pipiens,1
XiangYun partiti-picobirna-like virus 11,Culex pipiens,1
XiangYun partiti-picobirna-like virus 3,Culex pipiens,1
XiangYun partiti-picobirna-like virus 4,Culex tritaeniorhynchus,1
XiangYun partiti-picobirna-like virus 5,Culex theileri,1
XiangYun partiti-picobirna-like virus 6,Anopheles sinensis,1
XiangYun partiti-picobirna-like virus 7,Anopheles sinensis,2
XiangYun partiti-picobirna-like virus 8,Culex pipiens,1
XiangYun partiti-picobirna-like virus 9,Anopheles sinensis,1
XiangYun permutotetra-like virus,Culex pipiens,1
XiangYun qin-like virus,Culex tritaeniorhynchus,1
XiangYun tombus-noda-like virus 1,Culex pipiens,1
XiangYun tombus-noda-like virus 10,Culex pipiens,1
XiangYun tombus-noda-like virus 11,Culex pipiens,1
XiangYun tombus-noda-like virus 2,Anopheles sinensis,1
XiangYun tombus-noda-like virus 3,Culex pipiens,1
XiangYun tombus-noda-like virus 4,Culex pipiens,1
XiangYun tombus-noda-like virus 6,Culex pipiens,1
XiangYun tombus-noda-like virus 7,Culex pipiens,1
XiangYun tombus-noda-like virus 8,Culex tritaeniorhynchus,1
XiangYun tombus-noda-like virus 9,Culex pipiens,1
XiangYun toti-like virus 1,Culex pipiens,1
XiangYun toti-like virus 10,Anopheles sinensis,1
XiangYun toti-like virus 11,Anopheles sinensis,1
XiangYun toti-like virus 2,Culex pipiens,1
XiangYun toti-like virus 3,Culex pipiens,1
XiangYun toti-like virus 4,Culex pipiens,1
XiangYun toti-like virus 5,Culex pipiens,1
XiangYun toti-like virus 6,Culex pipiens,1
XiangYun toti-like virus 7,Culex tritaeniorhynchus,1
XiangYun toti-like virus 8,Culex tritaeniorhynchus,1
XiangYun toti-like virus 9,Culex pipiens,1
Xiangshan Nyami-like virus,Insecta,1
Xiangshan flavi-like virus 1,Insecta,1
Xiangshan flavi-like virus 2,Insecta,1
Xiangshan insect virus,Insecta,2
Xiangshan martelli-like virus 1,Insecta,1
Xiangshan martelli-like virus 2,Insecta,1
Xiangshan martelli-like virus 3,Insecta,1
Xiangshan martelli-like virus 4,Insecta,1
Xiangshan orthomyxo-like virus,Insecta,6
Xiangshan picorna-like virus 1,Insecta,1
Xiangshan picorna-like virus 2,Insecta,1
Xiangshan picorna-like virus 3,Insecta,1
Xiangshan picorna-like virus 4,Insecta,1
Xiangshan picorna-like virus 5,Insecta,1
Xiangshan picorna-like virus 6,Insecta,1
Xiangshan picorna-like virus 7,Insecta,1
Xiangshan rhabdo-like virus 1,Insecta,1
Xiangshan rhabdo-like virus 2,Insecta,1
Xiangshan rhabdo-like virus 3,Insecta,1
Xiangshan rhabdo-like virus 4,Insecta,1
Xiangshan rhabdo-like virus 5,Insecta,1
Xiangshan sinhali-like virus,Insecta,1
Xiangshan toli-like virus,Insecta,1
Xiangshan tymo-like virus,Insecta,1
Xiangxi Ortho tick virus 1,Haemaphysalis,1
Xiangxi Parti tick virus 1,Haemaphysalis longicornis,1
Xiangxi Totiv tick virus 1,Haemaphysalis longicornis,1
Xiangxi tick virus 1,Haemaphysalis longicornis,2
Xiaogan botourmia-like virus 1,Paspalum distichum,1
Xiaogan botourmia-like virus 2,Digitaria sanguinalis,1
Xiaogan botourmia-like virus 3,Digitaria sanguinalis,2
Xiaogan botourmia-like virus 4,Bidens tripartita,1
Xiaogan botourmia-like virus 5,Justicia procumbens,1
Xiaogan mito-like virus 1,Paspalum distichum,1
Xiaogan partiti-like virus 1,Paspalum distichum,2
Xiaogan peribunya-like virus 1,Eclipta prostrata,2
Xiaogan phenui-like virus 1,Paspalum distichum,2
Xiburema arurhavirus,Sabethes intermedius,3
Xilang striavirus,Antennarius striatus,2
Xincheng anphevirus,Anopheles sinensis,2
Xingshan alphanemrhavirus,Nematoda,2
Xingshan cricket virus,Velarifictorus micado,2
Xingshan nematode virus 1,Nematoda,2
Xingshan nematode virus 2,Nematoda,2
Xingshan nematode virus 3,Nematoda,1
Xingshan nematode virus 5,Nematoda,4
Xingshan nematode virus 6,Nematoda,2
Xingyi virus,Rattus tanezumi,4
Xining Chuvi tick virus 1,Ixodes ovatus,1
Xining Nairo tick virus 1,Ixodes ovatus,1
Xining Phenu tick virus 1,Ixodes ovatus,1
Xinjiang mivirus 1,Ixodoidea,1
Xinjiang tick associated virus 1,Dermacentor nuttalli,2
Xinjiang tick associated virus 1,Dermacentor silvarum,4
Xinjiang tick associated virus 1,Ixodida,7
Xinjiang tick associated virus 2,Dermacentor nuttalli,3
Xinjiang tick associated virus 2,Ixodoidea,1
Xinjiang tick orbivirus,Hyalomma asiaticum,1
Xinjiang tick orbivirus,Ixodida,4
Xinjiang tick phlebovirus,Hyalomma detritum,2
Xinjiang tick phlebovirus,Ixodida,2
Xinjiang tick virus 1,Ixodoidea,4
Xinmoviridae sp.,Mansonia uniformis,4
Xinyi virus,Anourosorex yamashinai,19
Xinzhou Mosquito Virus,Anopheles sinensis,1
Xinzhou alphanemrhavirus,Nematoda,2
Xinzhou bunya-like virus 1,Nematoda,1
Xinzhou bunya-like virus 2,Nematoda,1
Xinzhou dimarhabdovirus virus 1,Nematoda,2
Xinzhou mivirus,Nematoda,2
Xinzhou nematode virus 1,Nematoda,2
Xinzhou nematode virus 2,Nematoda,2
Xinzhou nematode virus 7,Nematoda,2
Xinzhou partiti-like virus 1,Nematoda,4
Xinzhou spider virus 2,Neoscona nautica,2
Xinzhou spider virus 3,Neoscona nautica,2
Xinzhou xinspivirus,Neoscona nautica,3
Xinzhou yingvirus,Nematoda,4
Xipapillomavirus 1,Bos indicus,1
Xipapillomavirus 1,Bos taurus,67
Xipapillomavirus 2,Bos taurus,5
Xipapillomavirus 3,Rangifer tarandus,2
Xipapillomavirus 4,Bos taurus,2
Xipapillomavirus 5,Cervus elaphus,2
Xishuangbanna aedes flavivirus,Aedes albopictus,2
Xuan son mobatvirus,Hipposideros cineraceus,15
Xuan son mobatvirus,Hipposideros pomona,20
Xufa yellow dwarf virus,Cyperus esculentus,1
Xuzhou-associated anellovirus,Homo sapiens,4
Xuzhou-associated bocavirus,Homo sapiens,5
Xuzhou-associated orthorubulavirus,Homo sapiens,1
Xylella phage Bacata,Xylella,2
Xylella phage Cota,Xylella,1
Xylella phage Paz,Xylella fastidiosa,2
Xylella phage Usme,Xylella,1
Xylella phage Xfas53,Xylella fastidiosa,3
Xylella virus Prado,Xylella fastidiosa,2
Xylella virus Salvo,Xylella fastidiosa,2
Xylella virus Sano,Xylella fastidiosa,2
Xysticus cristatus iflavirus,Xysticus cristatus,1
Yaba monkey tumor virus,Chlorocebus pygerythrus,4
Yacaaba virus,Ochlerotatus vigilax,3
Yacon necrotic mottle virus,Smallanthus sonchifolius,2
Yacon virus A,Smallanthus sonchifolius,2
Yada yada virus,Culicidae,1
Yado-kari virus 1,Rosellinia necatrix,1
Yado-kari virus 2,Entoleuca sp.,1
Yado-kari virus 2,Rosellinia necatrix,1
Yado-kari virus 3,Rosellinia necatrix,1
Yado-kari virus 4,Rosellinia necatrix,2
Yado-nushi virus 1-A,Rosellinia necatrix,2
Yahnavirus asiovicinum,activated sludge metagenome,1
Yak enterovirus,Bos grunniens,8
Yak kobuvirus,Bos grunniens,9
Yakeshi orthohantavirus,Sorex isodon,7
Yalta virus,Drosophila melanogaster,1
Yam asymptomatic virus 1,Dioscorea alata,33
Yam asymptomatic virus 1,Dioscorea bulbifera,1
Yam asymptomatic virus 1,Dioscorea cayenensis,7
Yam asymptomatic virus 1,Dioscorea esculenta,5
Yam asymptomatic virus 1,Dioscorea trifida,10
Yam badnavirus,Dioscorea alata,1
Yam chlorotic mosaic virus,Dioscorea parviflora,23
Yam chlorotic mosaic virus,Dioscorea zingiberensis,4
Yam chlorotic necrosis virus,Dioscorea,2
Yam chlorotic necrosis virus,Dioscorea alata,1
Yam latent virus,Dioscorea polystachya,2
Yam mild mosaic virus,Acalypha indica,1
Yam mild mosaic virus,Corynandra viscosa,1
Yam mild mosaic virus,Crotalaria retusa,1
Yam mild mosaic virus,Dioscorea,2
Yam mild mosaic virus,Dioscorea alata,68
Yam mild mosaic virus,Dioscorea cayenensis,2
Yam mild mosaic virus,Dioscorea cayenensis subsp. rotundata,2
Yam mild mosaic virus,Dioscorea dumetorum,1
Yam mild mosaic virus,Dioscorea esculenta,5
Yam mild mosaic virus,Dioscorea japonica,2
Yam mild mosaic virus,Dioscorea polystachya,30
Yam mild mosaic virus,Dioscorea trifida,18
Yam mild mosaic virus,Spermacoce latifolia,1
Yam mosaic virus,Dioscorea,8
Yam mosaic virus,Dioscorea alata,8
Yam mosaic virus,Dioscorea cayenensis,15
Yam mosaic virus,Dioscorea cayenensis subsp. rotundata,240
Yam mosaic virus,Dioscorea esculenta,4
Yam mosaic virus,Dioscorea schimperiana,1
Yam necrosis-associated virus,Dioscorea alata,8
Yam necrosis-associated virus,Dioscorea bulbifera,4
Yam necrosis-associated virus,Dioscorea cayenensis,7
Yam necrosis-associated virus,Dioscorea cayenensis subsp. rotundata,90
Yam necrosis-associated virus,Dioscorea trifida,14
Yam potexvirus 1,Dioscorea bulbifera,2
Yam potexvirus 1,Dioscorea cayenensis subsp. rotundata,2
Yam potexvirus 2,Dioscorea nummularia,3
Yam potyvirus TGwadE2,Dioscorea trifida,1
Yam spherical virus,Dioscorea,1
Yam spherical virus,Dioscorea cayenensis subsp. rotundata,2
Yam virus X,Dioscorea alata,4
Yam virus X,Dioscorea cayenensis subsp. rotundata,1
Yam virus X,Dioscorea polystachya,1
Yam virus X,Dioscorea trifida,9
Yam virus Y,Dioscorea cayenensis subsp. rotundata,10
Yam yellow spot mosaic virus,Dioscorea japonica,1
Yam yellow spot mosaic virus,Dioscorea polystachya,7
Yamadai flavivirus,Anopheles pseudowillmori,1
Yamaguchi virus,Haemaphysalis flava,7
Yamaguchi virus,Haemaphysalis formosensis,3
Yamaguchi virus,Haemaphysalis longicornis,7
Yamaguchi virus,Haemaphysalis megaspinosa,3
Yamaguchi virus,Sus scrofa,8
Yambean mosaic virus,Canavalia ensiformis,4
Yambean mosaic virus,Pachyrhizus erosus,2
Yambean mosaic virus,Senna hirsuta,1
Yambulla virus,Ixodes holocyclus,1
Yanbian Chuvi tick virus 1,Ixodes persulcatus,1
Yanbian Nairo tick virus 1,Haemaphysalis concinna,1
Yanbian Nairo tick virus 2,Haemaphysalis japonica,1
Yanbian Nodav tick virus 1,Dermacentor silvarum,1
Yanbian Ortho tick virus 1,Haemaphysalis japonica,1
Yanbian Phenu tick virus 1,Ixodes ovatus,1
Yanbian Reovi tick virus 1,Haemaphysalis concinna,1
Yanbian Reovi tick virus 2,Ixodes persulcatus,1
Yanbian Reovi tick virus 3,Ixodes persulcatus,1
Yanbian Reovi tick virus 4,Dermacentor silvarum,1
Yanbian Rhabd tick virus 1,Ixodes persulcatus,1
Yanbian Rhabd tick virus 2,Haemaphysalis concinna,1
Yanbian Rhabd tick virus 3,Haemaphysalis japonica,1
Yanbian Rhabd tick virus 4,Haemaphysalis japonica,1
Yanbian Rhabd tick virus 5,Haemaphysalis concinna,1
Yanbian Totiv tick virus 1,Haemaphysalis japonica,1
Yancheng grey stingfish astrovirus,Minous monodactylus,1
Yancheng orthomyxo-like virus,Chaeturichthys stigmatias,1
Yancheng osbecks grenadier anchovy calicivirus,Coilia mystus,1
Yancheng osbecks grenadier anchovy picornavirus,Coilia mystus,1
Yanggou tick virus,Dermacentor marginatus,22
Yanggou tick virus,Dermacentor nuttalli,19
Yanggou tick virus,Dermacentor reticulatus,7
Yanggou tick virus,Ixodida,18
Yangshan Harbor Nitrososphaeria virus,Nitrososphaeria,5
Yangshan Harbor Poseidoniales virus,Candidatus Poseidoniales,1
Yaounde-like virus Ave-Ghana/2007,Aves,1
Yaravirus brasiliensis,Acanthamoeba castellanii,1
Yarra Bend paramyxovirus,Pteropus poliocephalus,1
Yata ephemerovirus,Mansonia uniformis,3
Yellow catfish bafinivirus,Horabagrus nigricollaris,1
Yellow fever virus,Aedes aegypti,12
Yellow fever virus,Aedes africanus,3
Yellow fever virus,Aedes albopictus,2
Yellow fever virus,Aedes furcifer,16
Yellow fever virus,Aedes luteocephalus,7
Yellow fever virus,Aedes metallicus,1
Yellow fever virus,Aedes taylori,5
Yellow fever virus,Aedes vittatus,1
Yellow fever virus,Alouatta,176
Yellow fever virus,Alouatta caraya,32
Yellow fever virus,Alouatta guariba,6
Yellow fever virus,Alouatta guariba clamitans,45
Yellow fever virus,Alouatta sara,4
Yellow fever virus,Alouatta seniculus,20
Yellow fever virus,Alouatta sp.,65
Yellow fever virus,Aotus azarai,2
Yellow fever virus,Callicebus,6
Yellow fever virus,Callicebus personatus,3
Yellow fever virus,Callicebus sp.,4
Yellow fever virus,Callithrix,31
Yellow fever virus,Callithrix geoffroyi,8
Yellow fever virus,Callithrix penicillata,19
Yellow fever virus,Callithrix sp.,9
Yellow fever virus,Cebidae,16
Yellow fever virus,Cebus,5
Yellow fever virus,Cebus sp.,1
Yellow fever virus,Coquillettidia venezuelensis,2
Yellow fever virus,Cricetinae,1
Yellow fever virus,Culex,1
Yellow fever virus,Culex spissipes,1
Yellow fever virus,Culicidae,36
Yellow fever virus,Erythrocebus patas,1
Yellow fever virus,Haemagogus,3
Yellow fever virus,Haemagogus janthinomys,12
Yellow fever virus,Haemagogus leucocelaenus,13
Yellow fever virus,Haemagogus lucifer,1
Yellow fever virus,Homo sapiens,567
Yellow fever virus,Mansonia titillans,1
Yellow fever virus,Ochlerotatus scapularis,1
Yellow fever virus,Ochlerotatus taeniorhynchus,1
Yellow fever virus,Platyrrhini,2
Yellow fever virus,Primates,69
Yellow fever virus,Sabethes,2
Yellow fever virus,Sabethes albiprivus,2
Yellow fever virus,Sabethes chloropterus,3
Yellow fever virus,Saguinus midas,1
Yellow fever virus,Sapajus,4
Yellow fever virus,Sapajus apella,1
Yellow fever virus,Sapajus libidinosus,2
Yellow fever virus,Sapajus sp.,2
Yellow fever virus,Simiiformes,13
Yellow fever virus,marmosets,2
Yellow grouper nervous necrosis virus,Epinephelus awoara,1
Yellow head virus,Penaeus,1
Yellow head virus,Penaeus chinensis,24
Yellow head virus,Penaeus monodon,47
Yellow head virus,Penaeus semisulcatus,5
Yellow head virus,Penaeus stylirostris,1
Yellow head virus,Penaeus vannamei,3
Yellow horn associated tymo-like virus,Phaeoceros carolinianus,2
Yellow oat grass mosaic virus,Trisetum flavescens,4
Yellow pepper mild mottle virus,Capsicum,2
Yellow pepper mild mottle virus,Capsicum baccatum,1
Yellow tailflower mild mottle virus,Anthocercis gracilis,1
Yellow tailflower mild mottle virus,Anthocercis ilicifolia,2
Yellow tailflower mild mottle virus,Anthocercis littorea,10
Yellow tailflower mild mottle virus,Anthocercis viscosa,19
Yellow tailflower mild mottle virus,Capsicum annuum,2
Yellow tailflower mild mottle virus,Nicotiana benthamiana,1
Yellow tailflower mild mottle virus,Nicotiana occidentalis,3
Yellow tailflower mild mottle virus,Solanum,3
Yellow tailflower mild mottle virus,Solanum lasiophyllum,1
Yellow vein mosaic virus,Abelmoschus esculentus,1
Yellow-bellied slider adenovirus,Trachemys scripta scripta,6
Yellow-breasted capuchin simian foamy virus,Sapajus xanthosternos,2
Yellowtail ascites virus,Myliobatis tobijei,1
Yellowtail ascites virus,Ostracion cubicus,1
Yellowtail ascites virus,Paralichthys olivaceus,20
Yellowtail ascites virus,Plecoglossus altivelis,2
Yellowtail ascites virus,Pseudanthias squamipinnis,1
Yellowtail ascites virus,Pseudopleuronectes yokohamae,1
Yellowtail ascites virus,Sebastes schlegelii,2
Yellowtail ascites virus,Seriola dumerili,1
Yellowtail ascites virus,Seriola quinqueradiata,2
Yellowtail ascites virus,Takifugu rubripes,1
Yellowtail scad partiti-like virus,Trachurus novaezelandiae,1
Yemegivirus asiovivens,activated sludge metagenome,1
Yenihzavirus borboradaptatum,activated sludge metagenome,1
Yeppoon virus,Pteropus sp.,1
Yerba mate alphaendornavirus,Ilex paraguariensis,2
Yerba mate chlorosis-associated cytorhabdovirus,Ilex paraguariensis,2
Yerba mate cytorhabdovirus,Ilex paraguariensis,1
Yerba mate-associated circular DNA virus 1,Ilex paraguariensis,7
Yersinia phage GMG73,Yersinia pestis,1
Yersinia phage GMS190,Yersinia pestis,1
Yersinia phage HQ103,Yersinia pestis EV76-CN,1
Yersinia phage JC221,Yersinia pestis EV76-CN,1
Yersinia phage P37,Yersinia pestis EV76-CN,1
Yersinia phage PY100,Yersinia sp.,1
Yersinia phage PY54,Yersinia,3
Yersinia phage PY54,Yersinia enterocolitica,4
Yersinia phage PYps10T,Yersinia pseudotuberculosis,1
Yersinia phage PYps11T,Yersinia pseudotuberculosis,1
Yersinia phage PYps14T,Yersinia pseudotuberculosis,1
Yersinia phage PYps15T,Yersinia pseudotuberculosis,1
Yersinia phage PYps16N,Yersinia pseudotuberculosis,1
Yersinia phage PYps16T,Yersinia pseudotuberculosis,1
Yersinia phage PYps23T,Yersinia pseudotuberculosis,1
Yersinia phage PYps32T,Yersinia pseudotuberculosis,1
Yersinia phage PYps35T,Yersinia pseudotuberculosis,1
Yersinia phage PYps3T,Yersinia pseudotuberculosis,1
Yersinia phage PYps47T,Yersinia pseudotuberculosis,1
Yersinia phage PYps49T,Yersinia pseudotuberculosis,1
Yersinia phage PYps4T,Yersinia pseudotuberculosis,1
Yersinia phage PYps50T,Yersinia pseudotuberculosis,1
Yersinia phage PYps55T,Yersinia pseudotuberculosis,1
Yersinia phage PYps5T,Yersinia pseudotuberculosis,1
Yersinia phage R,Yersinia pestis,1
Yersinia phage Rostov 43,Yersinia enterocolitica,10
Yersinia phage VB-YPM-18,Yersinia pestis,1
Yersinia phage VB-YPM-4,Yersinia pestis,1
Yersinia phage Y,Yersinia,1
Yersinia phage YeP1,Yersinia enterocolitica,1
Yersinia phage YeP2,Yersinia enterocolitica,1
Yersinia phage YeP3,Yersinia enterocolitica,1
Yersinia phage YeP4,Yersinia enterocolitica,1
Yersinia phage YeP5,Yersinia enterocolitica,1
Yersinia phage YeP6,Yersinia enterocolitica,1
Yersinia phage YerA41,Yersinia ruckeri,1
Yersinia phage YpP-G,Yersinia pestis,1
Yersinia phage YpP-R,Yersinia,1
Yersinia phage YpP-R,Yersinia pestis,1
Yersinia phage fEV-1,Yersinia,1
Yersinia phage fHe-Yen9-01,Yersinia enterocolitica,2
Yersinia phage fHe-Yen9-03,Yersinia enterocolitica,1
Yersinia phage fPS-10,Yersinia,1
Yersinia phage fPS-19,Yersinia,1
Yersinia phage fPS-21,Yersinia,1
Yersinia phage fPS-26,Yersinia,1
Yersinia phage fPS-50,Yersinia,1
Yersinia phage fPS-52,Yersinia,1
Yersinia phage fPS-64,Yersinia,1
Yersinia phage fPS-65,Yersinia,2
Yersinia phage fPS-7,Yersinia,1
Yersinia phage fPS-85,Yersinia,1
Yersinia phage fPS-86,Yersinia,1
Yersinia phage fPS-89,Yersinia,1
Yersinia phage fPS-90,Yersinia,2
Yersinia phage fPS16,Yersinia,1
Yersinia phage phiA1122,Yersinia,1
Yersinia phage phiA1122,Yersinia pestis,1
Yersinia phage phiR1-37,Yersinia enterocolitica,2
Yersinia phage vB_YenM_06.16-1,Yersinia enterocolitica,1
Yersinia phage vB_YenM_06.16-2,Yersinia enterocolitica,1
Yersinia phage vB_YenM_12,Yersinia enterocolitica,1
Yersinia phage vB_YenM_126,Yersinia enterocolitica,1
Yersinia phage vB_YenM_201.16,Yersinia enterocolitica,1
Yersinia phage vB_YenM_21.09,Yersinia enterocolitica,1
Yersinia phage vB_YenM_210.17,Yersinia enterocolitica,1
Yersinia phage vB_YenM_22,Yersinia enterocolitica,1
Yersinia phage vB_YenM_25,Yersinia enterocolitica,1
Yersinia phage vB_YenM_27,Yersinia enterocolitica,1
Yersinia phage vB_YenM_281,Yersinia enterocolitica,1
Yersinia phage vB_YenM_29.18,Yersinia enterocolitica,1
Yersinia phage vB_YenM_30.14,Yersinia enterocolitica,1
Yersinia phage vB_YenM_31.17,Yersinia enterocolitica,1
Yersinia phage vB_YenM_324,Yersinia enterocolitica,1
Yersinia phage vB_YenM_39,Yersinia enterocolitica,1
Yersinia phage vB_YenM_42.18,Yersinia enterocolitica,1
Yersinia phage vB_YenM_526-1,Yersinia enterocolitica,1
Yersinia phage vB_YenM_526-2,Yersinia enterocolitica,1
Yersinia phage vB_YenM_531,Yersinia enterocolitica,1
Yersinia phage vB_YenM_534,Yersinia enterocolitica,1
Yersinia phage vB_YenM_56.17,Yersinia enterocolitica,1
Yersinia phage vB_YenM_574,Yersinia enterocolitica,1
Yersinia phage vB_YenM_636,Yersinia enterocolitica,1
Yersinia phage vB_YenM_646,Yersinia enterocolitica,1
Yersinia phage vB_YenP_Rambo,Yersinia enterocolitica,1
Yersinia phage vB_YenS_P400,Yersinia enterocolitica,1
Yersinia phage vB_Yen_X1,Yersinia enterocolitica,1
Yersinia phage vB_YpM_22,Yersinia pestis EV76-CN,2
Yersinia phage vB_YpM_23,Yersinia pestis EV76-CN,1
Yersinia phage vB_YpM_3,Yersinia pestis EV76-CN,1
Yersinia phage vB_YpM_46,Yersinia pestis EV76-CN,2
Yersinia phage vB_YpM_5,Yersinia pestis EV76-CN,1
Yersinia phage vB_YpM_50,Yersinia pestis EV76-CN,2
Yersinia phage vB_YpM_6,Yersinia pestis EV76-CN,1
Yersinia phage vB_YpM_Tongde,Yersinia pestis,1
Yersinia phage vB_YpP-YepMm,Yersinia pestis,1
Yersinia phage vB_YpP_T3,Yersinia pestis EV76-CN,1
Yersinia virus AP10,Yersinia enterocolitica,2
Yersinia virus AP5,Yersinia enterocolitica,2
Yersinia virus Berlin,Yersinia pestis,2
Yersinia virus D1,Yersinia pestis,2
Yersinia virus ISAO8,Yersinia enterocolitica,2
Yersinia virus L413C,Yersinia pestis,1
Yersinia virus PST,Yersinia,2
Yersinia virus PYPS2T,Yersinia pseudotuberculosis,3
Yersinia virus PYPS50,Yersinia pseudotuberculosis,2
Yersinia virus Phi80-18,Yersinia,2
Yersinia virus R1RT,Yersinia enterocolitica,2
Yersinia virus R8-01,Yersinia,3
Yersinia virus TG1,Yersinia enterocolitica,2
Yersinia virus YeF10,Yersinia enterocolitica,2
Yersinia virus YeO3-12,Yersinia,4
Yersinia virus YeO3-12,Yersinia enterocolitica,1
Yersinia virus YeO3-12,Yersinia enterocolitica (type O:3),1
Yersinia virus Yen9-04,Yersinia,3
Yersinia virus Yepe2,Yersinia,1
Yersinia virus Yepe2,Yersinia pestis,1
Yersinia virus Yepe2,Yersinia pestis A1122,1
Yersinia virus Yepf,Yersinia pestis,2
Yersinia virus YpPY,Yersinia pestis,2
Yersinia virus YpsPG,Yersinia pestis,2
