Species,Host,Count
Sanxia picorna-like virus 1,Atyidae,4
Sanxia picorna-like virus 10,Atyidae,2
Sanxia picorna-like virus 11,Atyidae,4
Sanxia picorna-like virus 12,Atyidae,4
Sanxia picorna-like virus 13,Atyidae,4
Sanxia picorna-like virus 2,Atyidae,4
Sanxia picorna-like virus 3,Atyidae,4
Sanxia picorna-like virus 4,Atyidae,2
Sanxia picorna-like virus 5,Atyidae,4
Sanxia picorna-like virus 6,Atyidae,1
Sanxia picorna-like virus 7,Atyidae,1
Sanxia picorna-like virus 8,Atyidae,2
Sanxia picorna-like virus 9,Atyidae,4
Sanxia reo-like virus 1,Gerridae,1
Sanxia sawastrivirus,Gerridae,6
Sanxia sobemo-like virus 1,Gerridae,6
Sanxia sobemo-like virus 2,Gerridae,4
Sanxia sobemo-like virus 3,Gerridae,4
Sanxia sobemo-like virus 4,Gerridae,4
Sanxia sobemo-like virus 5,Gerridae,4
Sanxia tombus-like virus 1,Atyidae,6
Sanxia tombus-like virus 1,Hexapoda,3
Sanxia tombus-like virus 2,Atyidae,6
Sanxia tombus-like virus 3,Atyidae,4
Sanxia tombus-like virus 4,Atyidae,6
Sanxia tombus-like virus 5,Gerridae,4
Sanxia tombus-like virus 6,Gerridae,4
Sanxia tombus-like virus 7,Gerridae,8
Sanxia tombus-like virus 8,Gerridae,4
Sanxia tombus-like virus 9,Atyidae,6
Sanxia water strider virus 10,Gerridae,8
Sanxia water strider virus 11,Gerridae,2
Sanxia water strider virus 12,Gerridae,3
Sanxia water strider virus 13,Gerridae,2
Sanxia water strider virus 14,Atyidae,4
Sanxia water strider virus 14,Gerridae,8
Sanxia water strider virus 15,Atyidae,2
Sanxia water strider virus 15,Gerridae,4
Sanxia water strider virus 16,Atyidae,2
Sanxia water strider virus 16,Gerridae,1
Sanxia water strider virus 17,Gerridae,4
Sanxia water strider virus 18,Atyidae,1
Sanxia water strider virus 18,Gerridae,1
Sanxia water strider virus 19,Atyidae,3
Sanxia water strider virus 19,Gerridae,6
Sanxia water strider virus 20,Gerridae,4
Sanxia water strider virus 21,Gerridae,2
Sanxia water strider virus 6,Gerridae,2
Sanxia water strider virus 7,Atyidae,3
Sanxia water strider virus 7,Gerridae,6
Sanxia water strider virus 8,Gerridae,2
Sanxia water strider virus 9,Gerridae,2
Sanxia yingvirus,Atyidae,4
Sanya Bunyavirales-like virus 1,Ochthera mantis,2
Sanya Iflavirus 4,Paederus fuscipes,2
Sanya Iflavirus 5,Ischnura senegalensis,1
Sanya Iflavirus 6,Ischnura senegalensis,3
Sanya Iflavirus 7,Ischnura senegalensis,2
Sanya Ischnura senegalensis iflavirus 1,Ischnura senegalensis,1
Sanya Ischnura senegalensis iflavirus 2,Ischnura senegalensis,2
Sanya Ischnura senegalensis xinmovirus 1,Ischnura senegalensis,4
Sanya Mymon tick virus 1,Rhipicephalus sanguineus,5
Sanya Nora-like virus,Simosyrphus grandicornis,4
Sanya aspivirus 1,Ochthera mantis,1
Sanya atkins-like virus 1,Pontederia vaginalis,3
Sanya atkins-like virus 2,Dinebra chinensis,4
Sanya botourmia-like virus 1,Cyperus difformis,1
Sanya botourmia-like virus 1,Dinebra chinensis,1
Sanya botourmia-like virus 10,Cyperus difformis,1
Sanya botourmia-like virus 11,Pontederia vaginalis,1
Sanya botourmia-like virus 12,Dinebra chinensis,1
Sanya botourmia-like virus 13,Cyperus difformis,1
Sanya botourmia-like virus 14,Leersia hexandra,1
Sanya botourmia-like virus 15,Leersia hexandra,1
Sanya botourmia-like virus 16,Leersia hexandra,1
Sanya botourmia-like virus 17,Leersia hexandra,1
Sanya botourmia-like virus 18,Leersia hexandra,1
Sanya botourmia-like virus 19,Cyperus difformis,1
Sanya botourmia-like virus 2,Leersia hexandra,1
Sanya botourmia-like virus 4,Cyperus difformis,1
Sanya botourmia-like virus 5,Cyperus difformis,1
Sanya botourmia-like virus 7,Dinebra chinensis,1
Sanya botourmia-like virus 8,Dinebra chinensis,1
Sanya botourmia-like virus 9,Dinebra chinensis,1
Sanya bunya-like virus 1,Dinebra chinensis,1
Sanya bunya-like virus 1,Leersia hexandra,1
Sanya bunya-like virus 10,Leersia hexandra,1
Sanya bunya-like virus 11,Dinebra chinensis,1
Sanya bunya-like virus 12,Dinebra chinensis,1
Sanya bunya-like virus 13,Dinebra chinensis,1
Sanya bunya-like virus 14,Dinebra chinensis,1
Sanya bunya-like virus 15,Dinebra chinensis,1
Sanya bunya-like virus 16,Dinebra chinensis,1
Sanya bunya-like virus 17,Dinebra chinensis,1
Sanya bunya-like virus 18,Dinebra chinensis,1
Sanya bunya-like virus 19,Dinebra chinensis,1
Sanya bunya-like virus 2,Dinebra chinensis,1
Sanya bunya-like virus 2,Leersia hexandra,1
Sanya bunya-like virus 21,Dinebra chinensis,1
Sanya bunya-like virus 3,Cyperus difformis,1
Sanya bunya-like virus 3,Leersia hexandra,1
Sanya bunya-like virus 3,Pontederia vaginalis,1
Sanya bunya-like virus 4,Dinebra chinensis,2
Sanya bunya-like virus 5,Echinochloa crus-galli,1
Sanya bunya-like virus 5,Leersia hexandra,1
Sanya bunya-like virus 6,Dinebra chinensis,1
Sanya bunya-like virus 7,Echinochloa crus-galli,1
Sanya bunya-like virus 7,Leersia hexandra,1
Sanya bunya-like virus 8,Dinebra chinensis,2
Sanya bunya-like virus 9,Echinochloa crus-galli,1
Sanya chuvirus 1,Ischnura senegalensis,3
Sanya chuvirus 2,Nilaparvata lugens,3
Sanya conocephalus maculatus phenuivirus 1,Conocephalus maculatus,3
Sanya conocephalus maculatus rhabdovirus 1,Conocephalus maculatus,5
Sanya dicistrovirus 1,Ochthera mantis,2
Sanya dicistrovirus 2,Nilaparvata lugens,2
Sanya duin-like virus 1,Dinebra chinensis,3
Sanya endornavirus 1,Ochthera mantis,1
Sanya eysarcoris guttigerus iflavirus 1,Eysarcoris guttigerus,2
Sanya fiers-like virus 1,Leersia hexandra,3
Sanya fiers-like virus 10,Dinebra chinensis,3
Sanya fiers-like virus 10,Pontederia vaginalis,3
Sanya fiers-like virus 11,Dinebra chinensis,3
Sanya fiers-like virus 11,Pontederia vaginalis,3
Sanya fiers-like virus 12,Cyperus difformis,3
Sanya fiers-like virus 12,Dinebra chinensis,3
Sanya fiers-like virus 13,Dinebra chinensis,3
Sanya fiers-like virus 13,Leersia hexandra,3
Sanya fiers-like virus 14,Eleusine indica,1
Sanya fiers-like virus 14,Leersia hexandra,3
Sanya fiers-like virus 14,Pontederia vaginalis,5
Sanya fiers-like virus 15,Dinebra chinensis,3
Sanya fiers-like virus 15,Eleusine indica,3
Sanya fiers-like virus 15,Leersia hexandra,3
Sanya fiers-like virus 15,Pontederia vaginalis,3
Sanya fiers-like virus 16,Dinebra chinensis,3
Sanya fiers-like virus 17,Dinebra chinensis,3
Sanya fiers-like virus 19,Dinebra chinensis,3
Sanya fiers-like virus 2,Dinebra chinensis,3
Sanya fiers-like virus 2,Pontederia vaginalis,3
Sanya fiers-like virus 20,Dinebra chinensis,4
Sanya fiers-like virus 21,Dinebra chinensis,3
Sanya fiers-like virus 22,Dinebra chinensis,3
Sanya fiers-like virus 23,Dinebra chinensis,3
Sanya fiers-like virus 24,Dinebra chinensis,3
Sanya fiers-like virus 25,Dinebra chinensis,3
Sanya fiers-like virus 26,Dinebra chinensis,4
Sanya fiers-like virus 27,Dinebra chinensis,3
Sanya fiers-like virus 28,Dinebra chinensis,4
Sanya fiers-like virus 29,Dinebra chinensis,4
Sanya fiers-like virus 3,Cyperus difformis,3
Sanya fiers-like virus 3,Dinebra chinensis,3
Sanya fiers-like virus 30,Dinebra chinensis,3
Sanya fiers-like virus 31,Dinebra chinensis,3
Sanya fiers-like virus 32,Dinebra chinensis,4
Sanya fiers-like virus 33,Dinebra chinensis,3
Sanya fiers-like virus 34,Dinebra chinensis,3
Sanya fiers-like virus 35,Dinebra chinensis,4
Sanya fiers-like virus 36,Dinebra chinensis,3
Sanya fiers-like virus 37,Dinebra chinensis,3
Sanya fiers-like virus 38,Dinebra chinensis,3
Sanya fiers-like virus 39,Dinebra chinensis,4
Sanya fiers-like virus 4,Cyperus difformis,4
Sanya fiers-like virus 4,Dinebra chinensis,4
Sanya fiers-like virus 4,Eleusine indica,4
Sanya fiers-like virus 4,Leersia hexandra,4
Sanya fiers-like virus 40,Dinebra chinensis,3
Sanya fiers-like virus 41,Dinebra chinensis,3
Sanya fiers-like virus 42,Dinebra chinensis,3
Sanya fiers-like virus 43,Dinebra chinensis,3
Sanya fiers-like virus 44,Dinebra chinensis,3
Sanya fiers-like virus 45,Dinebra chinensis,3
Sanya fiers-like virus 46,Dinebra chinensis,4
Sanya fiers-like virus 47,Dinebra chinensis,4
Sanya fiers-like virus 48,Dinebra chinensis,4
Sanya fiers-like virus 49,Dinebra chinensis,3
Sanya fiers-like virus 5,Cyperus difformis,4
Sanya fiers-like virus 5,Dinebra chinensis,4
Sanya fiers-like virus 50,Dinebra chinensis,3
Sanya fiers-like virus 51,Pontederia vaginalis,2
Sanya fiers-like virus 52,Pontederia vaginalis,6
Sanya fiers-like virus 53,Pontederia vaginalis,3
Sanya fiers-like virus 54,Cyperus difformis,3
Sanya fiers-like virus 55,Cyperus difformis,3
Sanya fiers-like virus 56,Cyperus difformis,3
Sanya fiers-like virus 6,Dinebra chinensis,3
Sanya fiers-like virus 6,Leersia hexandra,3
Sanya fiers-like virus 7,Cyperus difformis,1
Sanya fiers-like virus 7,Dinebra chinensis,3
Sanya fiers-like virus 8,Dinebra chinensis,3
Sanya fiers-like virus 8,Pontederia vaginalis,3
Sanya fiers-like virus 9,Cyperus difformis,3
Sanya fiers-like virus 9,Dinebra chinensis,3
Sanya fusari-like virus 1,Leersia hexandra,2
Sanya gryllotalpa orientalis Solinvi-like virus 1,Gryllotalpa orientalis,1
Sanya iflavirus 1,Atractomorpha sinensis,1
Sanya iflavirus 2,Scirpophaga incertulas,1
Sanya iflavirus 2,Sesamia inferens,1
Sanya iflavirus 3,Eysarcoris guttigerus,2
Sanya iflavirus 8,Ochthera mantis,1
Sanya iflavirus 9,Oxya chinensis,1
Sanya leptocorisa acuta iflavirus 1,Atractomorpha sinensis,1
Sanya leptocorisa acuta iflavirus 1,Leptocorisa acuta,1
Sanya lschnura senegalensis phenuivirus 1,Ischnura senegalensis,2
Sanya mito-like virus 1,Cyperus difformis,1
Sanya mito-like virus 1,Dinebra chinensis,1
Sanya mito-like virus 2,Dinebra chinensis,2
Sanya mito-like virus 3,Dinebra chinensis,1
Sanya nezara viridula iflavirus 1,Atractomorpha sinensis,1
Sanya nezara viridula iflavirus 1,Cletus punctiger,1
Sanya nezara viridula iflavirus 1,Eysarcoris guttigerus,1
Sanya nezara viridula iflavirus 1,Nezara viridula,2
Sanya nezara viridula iflavirus 1,Oxya chinensis,1
Sanya nilaparvata lugens phenuivirus 1,Nilaparvata lugens,1
Sanya noda-like virus,Dinebra chinensis,2
Sanya noda-like virus,Pontederia vaginalis,2
Sanya nodavirus 1,Ochthera mantis,2
Sanya nyamivirus 1,Paederus fuscipes,5
Sanya ochthera mantis Solinvi-like virus 1,Ochthera mantis,1
Sanya orius sauteri Solinvi-like virus 1,Eysarcoris guttigerus,2
Sanya orius sauteri Solinvi-like virus 1,Orius sauteri,2
Sanya peribunyavirus 1,Paederus fuscipes,3
Sanya peribunyavirus 2,Oxya chinensis,1
Sanya permutotetra-like virus 1,Cletus punctiger,2
Sanya permutotetra-like virus 2,Cletus punctiger,2
Sanya permutotetra-like virus 3,Cletus punctiger,2
Sanya permutotetravirus 1,Conocephalus melaenus,3
Sanya permutotetravirus 1,Ochthera mantis,3
Sanya permutotetravirus 2,Ochthera mantis,3
Sanya permutotetravirus 3,Ochthera mantis,3
Sanya phasmavirus 1,Nilaparvata lugens,2
Sanya phasmavirus 2,Nilaparvata lugens,3
Sanya phenuivirus 1,Cydistomyia duplonotata,3
Sanya phenuivirus 2,Nilaparvata lugens,2
Sanya polycipivirus 1,Ischnura senegalensis,6
Sanya rhabdovirus 1,Ischnura senegalensis,3
Sanya sesamia inferens phasmavirus 1,Scirpophaga incertulas,3
Sanya sesamia inferens phasmavirus 1,Sesamia inferens,2
Sanya solspi-like virus 1,Dinebra chinensis,3
Sanya solspi-like virus 1,Pontederia vaginalis,3
Sanya solspi-like virus 2,Dinebra chinensis,4
Sanya solspi-like virus 3,Dinebra chinensis,3
Sanya solspi-like virus 4,Dinebra chinensis,4
Sanya solspi-like virus 5,Pontederia vaginalis,3
Sanya steitz-like virus 1,Cyperus difformis,2
Sanya steitz-like virus 1,Dinebra chinensis,3
Sanya steitz-like virus 1,Pontederia vaginalis,3
Sanya steitz-like virus 2,Dinebra chinensis,3
Sanya steitz-like virus 3,Dinebra chinensis,3
Sanya steitz-like virus 4,Cyperus difformis,3
Sanya steitz-like virus 5,Cyperus difformis,3
Sanya tombus-like virus 1,Cyperus difformis,3
Sanya tombus-like virus 1,Dinebra chinensis,3
Sanya tombus-like virus 1,Echinochloa crus-galli,3
Sanya tombus-like virus 1,Leersia hexandra,3
Sanya tombus-like virus 1,Pontederia vaginalis,3
Sanya tombus-like virus 2,Dinebra chinensis,3
Sanya tombus-like virus 3,Dinebra chinensis,3
Sanya tombus-like virus 4,Pontederia vaginalis,3
Sanya tombus-like virus 5,Pontederia vaginalis,3
Sanya tombus-like virus 6,Pontederia vaginalis,3
Sanya tombus-like virus 7,Dinebra chinensis,2
Sanya tombus-like virus 8,Leersia hexandra,2
Sapajus sp. papillomavirus,Sapajus sp.,1
Sapelovirus A,Mandrillus leucophaeus,1
Sapelovirus A,Sus scrofa,437
Sapelovirus A,Sus scrofa domesticus,40
Sapelovirus B,Macaca fascicularis,1
Sapelovirus B,Macaca mulatta,1
Sapelovirus sp.,Aves,1
Sapelovirus sp.,Rattus,2
Sapelovirus sp.,Rodentia,1
Sapelovirus-like porcine picornavirus Japan,Sus scrofa,1
Saphire II virus,Argas sp.,3
Sapindus mukorossi potyvirus,Sapindus mukorossi,2
Sapovirus 1 rodent/Manhattan/2013,Rattus norvegicus,3
Sapovirus 2 rodent/Manhattan,Rattus norvegicus,2
Sapovirus Hu/Pune/NIV071595/2007/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV074151/2007/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV075904/2007/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV076106/2007/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV076111/2007/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV077926/2007/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV0814778/2008/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV0816953/2008/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV083518/2008/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV084708/2008/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV085334/2008/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV089309/2008/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV091094/2009/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV0916007/2009/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV094581/2009/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV1031131/2010/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV1044610/2010/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV117296/2011/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV117298/2011/India,Homo sapiens,1
Sapovirus Hu/Pune/NIV117301/2011/India,Homo sapiens,1
Sapovirus Sapozj-9,Homo sapiens,2
Sapovirus fur seal/ATROP01/BR/2012,Arctocephalus tropicalis,1
Sapovirus fur seal/ATROP02/BR/2012,Arctocephalus tropicalis,1
Sapovirus fur seal/ATROP06/BR/2012,Arctocephalus tropicalis,1
Sapovirus fur seal/ATROP07/BR/2012,Arctocephalus tropicalis,2
Sapovirus rat/S4-82,Rattus norvegicus,3
Sapovirus sp.,Crocuta crocuta,16
Sapovirus sp.,Homo sapiens,231
Sapovirus sp.,Otocyon megalotis,1
Sapovirus sp.,Panthera leo,3
Sapovirus sp.,Sus scrofa,6
Sapphire II virus,Argas cooleyi,3
Sapporo virus,Canis lupus familiaris,11
Sapporo virus,Homo sapiens,3335
Sapporo virus,Mustela lutreola,2
Sapporo virus,Pan troglodytes troglodytes,6
Sapporo virus,Suidae,1
Sapporo virus,Sus scrofa,739
Sapporo virus,Sus scrofa domesticus,35
Sara tick phlebovirus,Ixodes persulcatus,27
Sarawak mobatvirus,Murina aenea,5
Sarawak virus,Aedes albopictus,6
Sarbecovirus RhGB01,Rhinolophus hipposideros,9
Sarbecovirus sp.,Myotis blythii,7
Sarbecovirus sp.,Myotis emarginatus,1
Sarbecovirus sp.,Rhinolophus,28
Sarbecovirus sp.,Rhinolophus affinis,19
Sarbecovirus sp.,Rhinolophus blythi,23
Sarbecovirus sp.,Rhinolophus cornutus,30
Sarbecovirus sp.,Rhinolophus euryale,10
Sarbecovirus sp.,Rhinolophus ferrumequinum,72
Sarbecovirus sp.,Rhinolophus hipposideros,14
Sarbecovirus sp.,Rhinolophus luctus,1
Sarbecovirus sp.,Rhinolophus pusillus,20
Sarbecovirus sp.,Rhinolophus rex,2
Sarbecovirus sp.,Rhinolophus siamensis,10
Sarbecovirus sp.,Rhinolophus sinicus,342
Sarcochilus virus Y,Sarcochilus hartmannii,2
Sarcosphaera coronaria partitivirus,Sarcosphaera coronaria,75
Sarda orientalis iridovirus,Sarda orientalis,1
Sardina pilchardus betanodavirus,Sardina pilchardus,2
Sardine picornavirus FL22,Sardinops sagax,1
Sarufutsu virus,Sorex unguiculatus,1
Sathuperi orthobunyavirus,Bos taurus,12
Sathuperi orthobunyavirus,Culicoides imicola,1
Sathuperi orthobunyavirus,Culicoides oxystoma,5
Sathuvachari virus,Bos taurus,10
Sathuvachari virus,Botrytis,10
Satsuma dwarf virus,Citrus,4
Satsuma dwarf virus,Citrus sinensis,2
Satsuma dwarf virus,Citrus unshiu,5
Saudades virus-1,Boa constrictor,2
Saumarez Reef virus,Chroicocephalus novaehollandiae,3
Saumarez Reef virus,Ixodes eudyptidis,5
Saundersvirus Tp84,Geobacillus stearothermophilus,2
Saurida undosquamis ranavirus,Saurida undosquamis,1
Sauropus leaf curl virus,Sauropus androgynus,30
Sauropus yellowing virus,Sauropus androgynus,15
Sawgrass sawgrhavirus,Dermacentor variabilis,10
Scadoxus chlorotic ringspot virus,Scadoxus puniceus,5
Scaevola virus A,Scaevola calliptera,3
Scale drop disease virus,Acanthopagrus latus,135
Scale drop disease virus,Lates calcarifer,540
Scallion mosaic virus,Allium chinense,14
Scallion mosaic virus,Allium macrostemon,65
Scallop picorna-like virus 1,Argopecten irradians,2
Scaphiophryne madagascariensis ranavirus,Scaphiophryne madagascariensis,2
Scaphoideus titanus bunya-like virus 1,Scaphoideus titanus,3
Scaphoideus titanus iflavirus 1,Scaphoideus titanus,2
Scaphoideus titanus iflavirus 2,Scaphoideus titanus,1
Scaphoideus titanus permutotetra-like virus 1,Scaphoideus titanus,3
Scaphoideus titanus reo-like virus 1,Scaphoideus titanus,13
Scaphoideus titanus toti-like virus 1,Scaphoideus titanus,6
Scaphoideus titanus-associated partiti-like virus 1,Scaphoideus titanus,2
Scaptodrosophila deflexa sigmavirus,Scaptodrosophila deflexa,3
Scapularis ixovirus,Ixodes scapularis,4
Scarabeuvirus blattae,Blattella germanica,6
Scarabeuvirus dentati,Odonata,6
Scarabeuvirus hubeiense,Odonata,6
Scarabeuvirus lampyris,Lampyris noctiluca,4
Scarabeuvirus lishiense,Parasteatoda tepidariorum,3
Scarus rubroviolaceus nervous necrosis virus,Scarus rubroviolaceus,1
Scheffersomyces segobiensis virus L,Scheffersomyces segobiensis,6
Schefflera ringspot virus,Schefflera,2
Schistocephalus solidus bunya-like virus,Schistocephalus solidus,2
Schistocephalus solidus jingchuvirus,Schistocephalus solidus,1
Schistocephalus solidus rhabdovirus,Schistocephalus solidus,6
Schistocephalus solidus toti-like virus 1,Schistocephalus solidus,2
Schistocephalus solidus toti-like virus 2,Schistocephalus solidus,2
Schistocephalus solidus toti-like virus 3,Schistocephalus solidus,3
